date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,asset_pnl,liability_pnl,surplus_pnl
2018-03-16,-113231721.75368012,1029417953.341175,9407755.759890422,727513.9320648392,-38678700.000000015,-334516499.55986977,553126301.7195804,-151376102.08099174,704502403.8005722
2018-03-23,-111646514.29633367,792629597.5833585,8830773.499647316,-770063.6952942822,-38615925.00000002,-237674516.87877056,412753351.21260726,-149370867.08669567,562124218.2993029
2018-03-30,-121703784.00652565,809855485.898298,7706874.685300987,771101.2391161236,-38548500.00000002,-264469787.2891386,393611390.52705085,-171077617.91023636,564689008.4372872
2018-04-06,38250565.694179,757434733.6579367,7705772.733348766,-358682.53444676776,-40176000.00000001,-258383275.71445683,504473113.83656085,65128828.671627045,439344285.1649338
2018-04-13,-204552285.62378016,953601546.2675217,8946164.587182783,276405.4501195019,-42363825.000000015,-322226952.21254325,393681053.4685006,-312743198.68614197,706424252.1546426
2018-04-20,-207813914.52311185,946269335.9816654,8140152.287334662,664777.1350175892,-45128250.00000001,-321739791.32058585,380392309.56032,-310692462.59589386,691084772.1562139
2018-04-27,-131946842.01561883,815973076.0126407,6393739.843109306,594917.5497120863,-43217100.00000002,-266664714.52605706,381133076.86378616,-184429576.45519543,565562653.3189816
2018-05-04,-55907062.637911,808126186.6048378,5997836.772936272,-1464911.6708717395,-36921000.00000001,-233655990.51008093,486175058.55891037,-55154396.35867977,541329454.9175901
2018-05-11,-122720934.97383067,939582037.08345,5800896.795134325,-1549429.3919763728,-46088475.000000015,-290378083.1180634,484646011.3947138,-169112493.34115028,653758504.7358642
2018-05-18,-149681492.47634196,949262034.0864776,5570363.693979678,622601.7703164984,-46200075.00000001,-274370504.0717351,485202928.0026967,-213271995.56237411,698474923.5650709
2018-05-25,-92241896.00369278,843337463.3753124,4501893.620871225,1259800.966963561,-41859300.00000002,-238863409.35357523,476134552.6058792,-117707115.69916725,593841668.3050464
2018-06-01,-50719256.535085484,814464270.6723413,3943503.3027964327,2324596.4649819797,-99332877.73350005,-206775492.06546184,463904744.10607255,-88684998.81763744,552589742.92371
2018-06-08,-56798781.43006932,901041755.7187887,4335999.689504039,857493.6445070044,-50824500.00000002,-257118562.08946347,541493405.533267,-58016102.71366501,599509508.246932
2018-06-15,-108027457.35036804,914612161.1925632,5018043.831260347,1472868.4710028335,-45256125.00000001,-252226971.15284657,515592519.9916117,-145202516.04380417,660795036.0354159
2018-06-22,-113509952.42754646,815021078.223952,5031078.003995633,2309340.4470857494,-45307275.00000002,-226867253.32723668,436677015.9202503,-194633349.1705246,631310365.0907749
2018-06-29,54721121.6814267,752462218.0659548,3435874.27137971,3622026.5064168107,-43435650.000000015,-207469617.98761377,563335972.5375642,92940513.77078629,470395458.7667779
2018-07-06,45140036.45533886,794573474.5085533,4632054.824504947,2367562.9936096724,-40269000.000000015,-241110611.65180406,565333517.1302027,76183622.31767368,489149894.81252897
2018-07-13,124136934.69873148,777492043.2724669,4646176.511034825,3425648.354117212,-46128000.000000015,-220214775.5738984,643358027.2624519,169248972.0266018,474109055.2358501
2018-07-20,80431077.77680664,729044544.4665078,3855901.636606948,5500149.77687648,-47990325.00000003,-211826809.68158704,559014538.9752107,93941345.35969543,465073193.61551523
2018-07-27,88490191.84941342,699857574.5930095,4022921.842579452,7358072.548680261,-49871250.00000003,-229716066.76460886,520141444.0690738,148977113.880414,371164330.1886598
2018-08-03,-141496151.37230462,678709986.715755,4004702.0940590235,6562057.122767923,-38922825.00000001,-219296970.68254998,289560798.87772727,-205411343.58115196,494972142.45887923
2018-08-10,-128769720.6345561,750733878.1877793,5455262.635879399,9005359.829229813,-49057500.000000015,-239895651.0969025,347471628.92143,-183358520.98368263,530830149.9051126
2018-08-17,27534320.809739433,773127877.875372,5200722.640002697,11836278.475838043,-50313000.00000002,-247465564.31017223,519920635.4907801,45534287.72725773,474386347.7635224
2018-08-24,6288627.443992861,792248836.924352,5373309.718588837,9542477.640831852,-51289500.000000015,-256723886.12334123,505439865.60442436,8677717.494515419,496762148.10990894
2018-08-31,-126492643.5288846,739098276.3089046,4742505.383791466,13143376.611885944,-112301732.84850004,-245363441.66976175,272826340.25743556,-211516168.64884377,484342508.9062793
2018-09-07,28451358.688760564,654923674.0728624,4160496.420865464,14397493.229165131,-45837375.00000002,-202636776.4135755,453458870.99807787,48386969.057946205,405071901.94013166
2018-09-14,-21366247.193233125,618977719.3551307,4179487.5697724214,13378249.417212157,-54358500.00000002,-206971303.8053644,353839405.34351766,6181411.348340988,347657993.9951767
2018-09-21,-36769384.92421143,680819837.7077069,4266490.345186867,11270556.404033486,-52824000.00000002,-236886462.31287017,369877037.2198458,-19921045.026478767,389798082.24632454
2018-09-28,18404254.27599551,606007558.0350308,3793772.523182819,10566464.97177448,-52219500.00000002,-210920996.72590044,375631553.08008325,30374470.74094677,345257082.3391365
2018-10-05,-85887311.52643241,429911319.2696054,3430822.902868098,8290654.6962344535,-43082250.000000015,-156910060.47606218,155753174.86621338,-107300350.71578598,263053525.58199936
2018-10-12,95614486.77116899,198420238.41402152,2130090.9465915705,9120390.419113373,-50545500.00000002,-40181754.5278389,214557952.0230565,160737557.55754185,53820394.46551466
2018-10-19,6288742.083035753,147510082.57416078,1132032.0608516983,7286192.46535607,-52196250.000000015,-30236099.78482675,79784699.39857756,7158021.891745567,72626677.50683199
2018-10-26,10917376.137869436,-39612007.40887302,-499105.1610863147,6824763.869711264,-49894500.00000002,59585667.94455853,-12677804.617820129,55168472.00414562,-67846276.62196575
2018-11-02,-248401280.25241047,86208089.00940992,-67733.19602195616,6031965.705944861,-82051158.77850004,9861303.270152166,-228418814.2414255,-380465590.6359539,152046776.3945284
2018-11-09,32933918.780670892,153535554.39304355,1589910.3084995875,8158095.024611691,-48081000.00000003,-25826736.91949402,122309741.58733164,56130662.28776169,66179079.29956995
2018-11-16,-23963431.009938397,77216246.05048999,-1096700.6349884565,8653931.111381661,-47476500.000000015,1606350.6428354525,14939896.159780234,-3360052.042155266,18299948.2019355
2018-11-23,-5645973.221565139,-159142111.89622337,-2568211.7663763007,7673424.163278309,-46662750.00000001,94309894.44244836,-112035728.2784381,-11990772.436662674,-100044955.84177543
2018-11-30,-141928297.35628462,-3081731.6888624714,-2876566.8782105125,7521294.487486231,-120539208.59250006,31131697.08655378,-229772812.94181764,-241822893.03788948,12050080.09607184
2018-12-07,111265194.09431681,-199387712.6252485,-3665930.7517026532,3278949.1289062463,-46011750.00000001,120043791.53685021,-14477458.616877884,146207832.11485004,-160685290.73172793
2018-12-14,-36473777.784018606,-309225116.2738138,-3031739.5893806075,4582693.293313438,-41501250.00000001,157693930.5887205,-227955259.76517904,-64870788.40781975,-163084471.3573593
2018-12-21,71637900.08593391,-640907229.0951887,-5787783.8920309935,6550671.839493782,-38462475.000000015,289878500.0881115,-317090415.9736805,124045195.8832798,-441135611.8569603
2018-12-28,80494284.3862816,-530097570.3794696,-5921382.151477661,7252579.550281927,-35665500.000000015,254389217.71375597,-229548370.8806277,137884951.04495716,-367433321.92558485
2019-01-04,575451878.7942725,-554748323.4697465,-6259704.158293828,9260405.703559412,-9220950.000000007,269204303.06964695,283687609.9394386,1234956763.9653864,-951269154.0259478
2019-01-11,1349822594.6670508,-497309026.31048393,-2877990.166324591,9405588.868069865,53023950.00000003,240113302.00291783,1152178419.06123,2298904790.918969,-1146726371.8577392
2019-01-18,145250179.6170941,-425402500.10926205,-1583519.7235613884,9152241.147099864,-32661600.0,215308507.7466694,-89936691.32196009,208168063.3030653,-298104754.6250254
2019-01-25,212931377.8880663,-502210208.52995116,-1755682.803681817,9040055.678448314,-31247999.999999993,252680608.11141166,-60561849.655706674,327586482.5174513,-388148332.17315793
2019-02-01,282622277.42378134,-287738778.08011943,627361.3393830769,7395578.50666751,-28086000.00000001,150389585.27128115,125210024.46099363,445141811.4517193,-319931786.99072564
2019-02-08,1358557539.4779353,-44898646.20944009,3158856.9073314853,5145388.597731441,29769300.000000015,34058705.933980495,1385791144.7075386,2316809586.5487833,-931018441.8412447
2019-02-15,381687472.01761436,-122813107.1377406,3187790.9751728736,6633244.586712202,-25979550.0,76727271.0263747,319443121.4681335,617015971.77777,-297572850.30963653
2019-02-22,573923023.1162645,-111054293.80285558,4388639.044109631,4024761.354015572,-23849850.00000001,57948255.64830017,505380535.35983425,1280856540.47227,-775476005.1124358
2019-03-01,134186343.68724424,4102766.1877557533,6152171.2052843375,4931172.841373504,-30090150.00000001,-7164663.323508335,112117640.59814948,233207883.8756628,-121090243.27751333
2019-03-08,1258313589.2073884,-260864852.55391562,4699318.955552544,6232470.431974644,27462900.000000015,105084398.7865935,1140927824.8275936,2185469079.580907,-1044541254.7533133
