date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,asset_pnl,liability_pnl,surplus_pnl
2019-03-15,515014713.45031464,-106252269.39155129,6522657.39645156,4326471.45090323,-19416075.0,27235069.46885127,427430567.3749694,1166138290.451767,-738707723.0767975
2019-03-22,699661021.3956538,105229999.821552,7654090.572239675,7099835.16189945,-16925999.99999999,-65796567.72482803,736922379.226517,1463053645.3615732,-726131266.1350563
2019-03-29,684927591.4523143,93798055.55005622,8120702.599427555,6683179.49257007,-14693999.999999998,-45513924.63857884,733321604.4557892,1434039774.313877,-700718169.8580879
2019-04-05,548966649.8182144,266904135.09448907,8759121.5595022,7348949.037652438,-7672500.000000006,-108760315.27976622,715546040.230092,1195298752.506812,-479752712.27672005
2019-04-12,1317455194.3831084,162321747.93236774,8255537.992462914,8470003.834198294,27441975.000000022,-77522522.95378634,1446421936.188351,2242610591.2374983,-796188655.0491474
2019-04-19,570116118.3789489,134330241.11488566,8957767.212267017,9578144.701616665,-12903750.0,-66401554.47817422,643676966.9295441,1240599964.3301134,-596922997.4005693
2019-04-26,576261042.0373296,185418151.08526868,9505685.54817522,8049243.252799248,-8314199.999999987,-85337181.8420348,685582740.0815378,1241525897.767849,-555943157.6863111
2019-05-03,209690589.59155086,179550791.74054563,9954782.659245532,8111918.415466498,-20413500.00000001,-97231315.5678077,289663266.8390008,325945175.8002119,-36281908.961211085
2019-05-10,1355909201.7144866,-59148850.268949986,8197904.539908975,8871848.55404855,52224150.00000003,6084541.923863007,1372138796.463357,2307947301.4368925,-935808504.9735355
2019-05-17,1269831579.6233563,-89933459.97336662,8257072.183926099,8512789.689074025,-1408949.9999999981,4652489.626556256,1199911521.149546,1601376294.0306635,-401464772.8811176
2019-05-24,1177191132.7662559,-136892286.25573888,8667039.956633843,8603786.624801071,-3422399.9999999795,17183532.310023896,1071330805.4019758,1456221089.7051373,-384890284.3031615
2019-05-31,1261909234.9302828,-258224081.68922395,7699885.972274359,6917311.796189172,3068999.999999997,68633930.56102186,1090005281.5705442,2193884121.5932913,-1103878840.022747
2019-06-07,1314668668.7131953,-158834653.8269358,8830624.408181649,6003674.000640293,18813900.000000026,11684302.113447443,1201166515.408529,2236624285.57265,-1035457770.1641209
2019-06-14,1344062451.245846,-135629931.93688577,8568518.842214514,4063691.7944283593,16342425.000000015,3448679.802264898,1240855834.747868,2289870097.1860247,-1049014262.4381566
2019-06-21,1298275363.1918068,21482216.504643124,11248387.644364977,179973.3235676759,20522775.00000002,-68796633.410563,1282912082.2538197,2258390902.666032,-975478820.4122121
2019-06-28,1244729555.0924797,98483813.36203888,12910887.117894627,-1583584.651656305,20190300.000000026,-98030440.81749842,1276700530.1032584,2165005350.38696,-888304820.2837017
2019-07-05,751838411.221396,87979992.7433191,13308504.37542668,-644260.4170142058,-5863650.000000003,-99921939.31136517,746697058.6117623,1551881175.5053701,-805184116.8936079
2019-07-12,1255318781.4203153,33731055.77201629,11940459.73314267,-2421226.9524553264,36228150.00000002,-84097723.226834,1250699496.7461848,2181983892.5927095,-931284395.8465247
2019-07-19,1276810608.068917,684209.5175427729,11654574.94198661,-3467144.883176119,23396475.000000026,-59608165.78392578,1249470556.8613446,2220169884.2858686,-970699327.4245241
2019-07-26,1319324163.8275614,41022225.13418703,12106003.832578212,-3679133.1878882325,23626650.00000003,-63577461.26125281,1328822448.3451855,2244928977.5693693,-916106529.2241838
2019-08-02,541663702.8592503,-110653779.17322269,10752362.888709879,-4190658.0345992064,-22243275.000000004,5762298.238369867,421090651.77850825,1224779110.3645182,-803688458.58601
2019-08-09,1450141285.9954267,-129521849.71590367,10001682.10644368,-7247435.448038132,45742050.00000002,4836810.228802347,1373952543.1667309,2480166649.0654097,-1106214105.8986788
2019-08-16,1240213855.2346323,-190791166.8110492,9860852.944285158,-9717754.809266614,40157400.00000002,31851962.71473305,1121575149.2733347,2154855776.7125254,-1033280627.4391906
2019-08-23,1257551208.1900225,-306759679.28505766,11275106.492555335,-8317530.079417164,39994650.00000002,71268175.11021926,1065011930.4283223,2184742441.437291,-1119730511.0089688
2019-08-30,1255464982.204192,-250518701.32144597,12220263.784906086,-7727924.488430951,40878150.00000002,39096299.70121894,1089413069.88044,2180166796.2010813,-1090753726.3206413
2019-09-06,608897514.2997272,-85087737.93421811,13022009.614695787,-8028222.423359632,-825374.9999999789,-44437687.12574911,483540501.43109614,1349190187.9469786,-865649686.5158825
2019-09-13,1358088384.2235074,-41239799.33980471,12759812.241945898,-8167006.207581919,38190450.00000002,-41635011.70041417,1317996829.2176526,2313206606.179055,-995209776.9614027
2019-09-20,1379646895.497462,-142752529.17260072,12635593.780616371,-8447768.62928775,41673300.00000004,2571806.491790618,1285327297.9679804,2352501522.5000696,-1067174224.5320892
2019-09-27,1369076840.814786,-188026473.65325776,11862713.228105836,-7380874.58670752,44519100.00000002,8919830.953154927,1238971136.7560813,2333741152.7764196,-1094770016.0203383
2019-10-04,587598206.1151053,-137296264.11783585,11043255.037837576,-5864294.897652448,-7811999.999999985,-2565747.273892427,445103154.8635621,1257515046.9347935,-812411892.0712314
2019-10-11,1207697598.1504333,120272391.7096769,12837472.141501363,-5207604.026856025,49899150.00000003,-129176036.13383281,1256322971.8409228,2092293583.432519,-835970611.5915961
2019-10-18,1381331249.0842204,158339787.08366734,14107902.89204605,-5225470.248060047,52642650.00000003,-148259743.7861863,1452936375.0256875,2356551667.4613886,-903615292.4357011
2019-10-25,1328332385.13584,395067517.53877914,15895224.672189876,-6390502.93921093,50782650.00000004,-279520054.08978367,1504167220.3178146,2262403487.8347616,-758236267.516947
2019-11-01,150411510.11243412,317452264.2284972,14859017.391447745,-5980158.989125679,-33645075.00000001,-243212549.712771,199885008.03048235,214834669.5979681,-14949661.56748575
2019-11-08,1355478706.2377384,307750794.8413816,14981776.561844915,-5991398.454000616,28555650.000000022,-229279842.57158923,1471495686.6153748,2308383480.236869,-836887793.621494
2019-11-15,1330750901.8304124,417585305.10750365,18187612.026701592,-5486992.73446507,51247650.000000045,-284183171.2406968,1528101304.9894557,2264989856.7208033,-736888551.7313476
2019-11-22,1265907452.4814947,579413607.7677671,18784242.45878125,-5248781.389489057,51387150.00000003,-347953764.1322662,1562289907.1862876,2198946629.0900507,-636656721.903763
2019-11-29,1254130871.250283,431182743.4142635,20069315.096966237,-6041539.117367562,50371125.000000045,-282688991.65262556,1467023523.9915197,2177490645.6111193,-710467121.6195996
2019-12-06,1261002051.0663161,675588512.9358865,21806513.37623132,-4539817.6580437925,16275000.000000013,-387558262.6040586,1582573997.1163316,2192365471.590472,-609791474.4741406
2019-12-13,1228924211.4291472,798801180.5552841,22770545.212519325,-6040785.02152321,49327200.00000003,-446585158.6831742,1647197193.4922533,2131593920.7074232,-484396727.2151699
2019-12-20,1195378044.4696448,1300128763.5463922,26631426.42935658,-6268969.759101564,46744125.00000002,-645389297.917675,1917224091.7686172,2068299586.4393625,-151075494.67074537
2019-12-27,1178990561.405082,1195810362.9107397,26751211.99967693,-7021249.545877227,44556300.00000003,-607456703.0147527,1831630483.754868,2038785453.6823568,-207154969.9274888
2020-01-03,724792200.1335002,1073701402.0289757,26147212.121178962,-9119968.897780893,38088150.000000045,-554339400.6869087,1299269594.6989653,959871084.4218054,339398510.2771599
2020-01-10,3060.0556150687785,955241204.5754504,22995889.863131188,-9935486.036744298,67787672.14650005,-494098621.9899135,541993718.614039,4408.212628364563,541989310.4014106
2020-01-17,1193952033.9653904,930967828.8129705,21841884.29257091,-10279841.951868134,46634850.00000004,-476781323.0972235,1706335432.0218403,2063185852.0319662,-356850420.0101259
2020-01-24,1096730176.0243921,863384806.7223893,21127490.816078275,-9524315.871827768,48085650.00000003,-452047096.200534,1567756711.4904976,1885068694.0473223,-317311982.5568247
2020-01-31,1119685079.8586855,658371097.4317,19344681.82269808,-8141078.54257915,52014900.00000003,-354550516.12426394,1486724164.4462404,1929164545.1389513,-442440380.6927109
2020-02-07,2082.934874113786,814275649.5336936,20074809.796826106,-8075766.960366899,80486830.00500005,-437363464.04161274,469400141.26841414,3412.9116926193237,469396728.3567215
2020-02-14,1029707183.4486531,775246189.179899,20148288.377925333,-8174655.862845937,48922650.00000003,-405968769.8092028,1459880885.3344288,1762400408.630724,-302519523.29629517
2020-02-21,818795744.4405932,638327356.3627813,19170816.17496194,-11195509.761928584,51057000.000000045,-348068731.2227779,1168086675.9936302,1084681679.2563457,83404996.73728442
2020-02-28,1124707277.5586371,10688545.55291713,11568451.339909995,-6924967.048808906,110813726.85000008,-49119183.34247634,1201733850.9101794,1938296712.7937422,-736562861.8835628
2020-03-06,3437.923032998859,149482669.2841668,10767816.962615117,-11889303.875407465,84839221.21650003,-110081808.96290909,123122032.54799844,5676.466444969177,123116356.08155347
2020-03-13,800021958.9464428,-501931780.93269384,-6536248.50782411,-6603481.201046038,111899856.64500004,247736605.99967742,644586910.9495564,1063507908.6931877,-418920997.74363136
2020-03-20,582078332.5625614,-1008746995.3824205,-25877964.42621607,-8160854.708860217,109186608.42900006,487347778.5574824,135826905.03154707,722909568.7897444,-587082663.7581973
2020-03-27,574970864.1247596,-703415275.3596824,-18710860.868097767,-16978037.31315116,107698624.89000006,306162524.7895865,249727840.26341474,713045269.4175854,-463317429.15417063
2020-04-03,731385935.4435455,-892888048.436904,-19696036.627342224,-16807867.310436256,109697878.39350006,399040398.167315,310732259.62967813,966027409.4330072,-655295149.8033291
2020-04-10,2956.113134576695,-460926605.5479986,-12197850.485060532,-21926402.73743964,68447972.68125005,199634619.03593108,-226965310.94018307,4482.372654914856,-226969793.312838
2020-04-17,746818908.8356936,-343372657.76735824,-8494086.804785782,-20198759.035414487,111139619.26350003,152083449.05478817,637976473.5464233,989013158.4941406,-351036684.9477173
2020-04-24,720400950.9322973,-415535401.7827923,-10922792.184687711,-21311446.972474985,107707922.84400007,196976290.5852362,577315523.4215785,950164543.1956654,-372849019.77408683
2020-05-01,1076833256.5494778,-398900628.4712525,-9809480.976939483,-19432244.339656223,114766631.07450008,182688713.68418035,946146247.5203102,1847404872.4052095,-901258624.8848994
2020-05-08,379.0716848564062,-110031604.72483404,-8377975.528492013,-20774605.314702593,69935979.67950004,69692708.52929111,444881.71244736016,457.4831085205078,444424.22933883965
2020-05-15,127967261.4964461,-184089496.4881898,-9578707.72108997,-23627994.997752104,104127432.09750007,117471686.88076031,132270181.26767462,1003023564.98316,-870753383.7154853
2020-05-22,127264951.29163352,40810999.53780604,-5361900.30998041,-22848811.855987545,103123028.88900006,25392953.800184682,268381221.3526563,995395754.8770943,-727014533.5244379
2020-05-29,6223.591999023108,284064662.3178157,-384122.0519280259,-22206945.11298555,96264277.12200005,-114232864.99694538,243511230.86995578,10343.187748908997,243500887.68220687
2020-06-05,5488.284798930527,395203143.4615476,4310097.017252648,-19144936.21917328,91256233.77150004,-151265703.75385627,320364322.56206965,9103.499897956848,320355219.0621717
2020-06-12,5605.183981027533,128411859.80384174,966861.5535892855,-20423069.207908012,87973315.70625007,-36168375.607124135,160766197.43263,8979.614831924438,160757217.81779808
2020-06-19,5093.56769814952,119982901.24510907,202713.2027591269,-18478397.04071118,84355622.42550008,-32533422.705403004,153534510.69495225,8438.614356994629,153526072.08059525
2020-06-26,4996.996947090131,9389749.48941851,-1475011.6108308956,-19051488.332217436,84443980.79550001,22341680.629835535,95653907.96865281,8222.077299118042,95645685.8913537
2020-07-03,577612371.9770702,126053109.76825507,-1699392.5604340164,-20628335.994010903,41766300.00000002,-21721822.476729047,701382230.7141514,713002651.3393192,-11620420.625167847
2020-07-10,4055.2087175352312,216196635.55013752,-851998.4180489678,-19456182.10279216,70447468.61250004,-48803470.951122895,217536507.89939106,6709.693605422974,217529798.20578563
2020-07-17,4430.784875016729,302569289.0926591,951099.1924448791,-19658705.394770432,84769477.21500005,-104079084.6665232,264556506.22368538,7276.297317504883,264549229.92636788
2020-07-24,3953.190807052063,238382859.5123473,2319185.419903066,-22991202.324580334,86443478.37750001,-78756245.17649092,225402028.9994862,6248.298597335815,225395780.70088887
2020-07-31,812473969.4311761,458240313.66178626,3996431.7132878844,-24841310.43773388,113418132.37650006,-165804026.99547365,1197483509.7495427,1072828893.6482277,124654616.10131502
2020-08-07,1781.8656519333013,681077919.2052317,5655071.922654519,-24369523.37168301,74465080.09800005,-237643185.62851903,499187144.09133613,2464.025339126587,499184680.065997
2020-08-14,-126.64813072869781,793554921.4774604,5897419.217766106,-22060016.021228325,70145220.51900005,-300739862.46146506,546797556.0834024,-35.72468662261963,546797591.808089
2020-08-21,961.0028159240376,910922335.7927397,4276028.662812759,-20783289.028949328,71144976.00600006,-326646710.874951,638914301.5604681,1203.2021560668945,638913098.358312
2020-08-28,-348.3341410640738,921984713.5367675,4571934.740655519,-23023643.59990016,71423975.44800006,-342377906.21551377,632578725.5758681,-485.84742546081543,632579211.4232936
2020-09-04,580700976.0175256,688934852.5700063,4361607.132577705,-21650065.933077592,107024368.98450008,-232966175.59318972,1126405563.1783423,717400475.3029423,409005087.87540007
2020-09-11,2646.098963853115,460722441.38925266,3298808.23411146,-21478314.147201248,78389663.61375006,-169261631.78152144,351673613.40735537,4417.243184089661,351669196.1641713
2020-09-18,1635.9513266814683,530850411.2981658,3338506.497076597,-20681317.341953576,75557820.75150007,-178385929.7854441,410681127.3706714,2597.6022186279297,410678529.76845276
2020-09-25,1258.7173913959848,500889731.66708666,1116487.6366900906,-17994245.501347534,73223523.44850007,-159966261.2500804,397270494.7182402,1725.1563205718994,397268769.5619196
