date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2018-03-09,112605309.4534127,1186902604.4557993,10568000.667661568,-1766437.1794857394,-49055902.72216135,0.0,0.0,1259253574.6752267,157357073.40630913,1101896501.2689176
2018-03-16,-110194766.45187616,1082212835.2819133,9890243.31808643,764825.31956196,-40662381.548872754,0.0,0.0,942010755.9188128,-151376102.08099174,1093386857.9998045
2018-03-23,-108641992.88283367,833280516.7666956,9283669.860009087,-809557.2962636023,-40596387.06090574,0.0,0.0,692516249.3867017,-149370867.08669567,841887116.4733974
2018-03-30,-119147597.08997107,851389854.5464125,8102130.6042617075,810648.0517118818,-40525504.09234856,0.0,0.0,700629532.0200665,-171077617.91023636,871707149.9303029
2018-04-06,35042343.246489964,796280643.826391,8100972.137438115,-377077.9801438821,-42236472.29890123,0.0,0.0,796810408.9312739,65128828.671627045,731681580.2596469
2018-04-13,-196149755.36230016,1002508096.7024486,9404978.911986183,290581.22105828533,-44536502.41656712,0.0,0.0,771517399.0566258,-312743198.68614197,1084260597.7427678
2018-04-20,-197736048.1306951,994799845.5916288,8557629.34570012,698870.9938299817,-47442704.12741165,0.0,0.0,758877593.6730522,-310692462.59589386,1069570056.268946
2018-04-27,-127664933.27501898,857821192.295329,6721650.133658587,625428.5794639767,-45433538.60485976,0.0,0.0,692069799.1285728,-184429576.45519543,876499375.5837682
2018-05-04,-56231408.33319041,849571866.1527262,6305442.719868928,-1540041.3482455038,-38814535.88579583,0.0,0.0,759291323.3053633,-55154396.35867977,814445719.6640431
2018-05-11,-118614545.68133211,987769580.8895941,6098402.4491357,-1628893.657738786,-48452175.36927775,0.0,0.0,825172368.6303811,-169112493.34115028,994284861.9715314
2018-05-18,-144763017.28263623,997946027.6556193,5856046.193139633,654532.6171151844,-48569498.90344136,0.0,0.0,811124090.2797965,-213271995.56237411,1024396085.8421706
2018-05-25,-89975771.06536895,886588993.6896908,4732778.405279962,1324411.3063342653,-44006102.272535786,0.0,0.0,758664310.0634004,-117707115.69916725,876371425.7625676
2018-06-01,-48475452.98480971,856235006.1404108,4145750.3984763813,2443816.064300456,-104427278.44387491,0.0,0.0,709921841.1745028,-88684998.81763744,798606839.9921403
2018-06-08,-56942102.612802446,947252716.934736,4558376.413126785,901471.1908279557,-53431092.850346155,0.0,0.0,842339369.0755421,-58016102.71366501,900355471.7892071
2018-06-15,-104567176.68112192,961519096.2377512,5275399.971965848,1548406.2220090653,-47577137.34364079,0.0,0.0,816198588.4069633,-145202516.04380417,961401104.4507675
2018-06-22,-106933628.54459335,856820370.2067546,5289102.617218561,2427777.62400611,-47630910.63013247,0.0,0.0,709972711.2732536,-194633349.1705246,904606060.4437782
2018-06-29,50968104.51139385,791053107.0617403,3612087.029212381,3807786.2954042125,-45663297.19259685,0.0,0.0,803777787.705154,92940513.77078629,710837273.9343677
2018-07-06,41453483.006347306,835324087.652385,4869615.075721702,2488986.1806924185,-42334241.91070427,0.0,0.0,841801930.0044422,76183622.31767368,765618307.6867685
2018-07-13,119281976.43047409,817366615.5987076,4884461.009162883,3601336.664039433,-48493727.45429403,0.0,0.0,896640662.2480899,169248972.0266018,727391690.2214881
2018-07-20,77211481.41334544,766434431.1784332,4053655.9802329084,5782231.274662767,-50451563.93064937,0.0,0.0,803030235.9160249,93941345.35969543,709088890.5563295
2018-07-27,82641032.28711699,735750574.0360878,4229242.009277971,7735439.749493217,-52428954.32936529,0.0,0.0,777927333.7526107,148977113.880414,628950219.8721967
2018-08-03,-138852464.40974534,713518407.8282462,4210087.840030758,6898599.75830334,-40919026.77985566,0.0,0.0,544855604.2369794,-205411343.58115196,750266947.8181313
2018-08-10,-126598610.55087936,789236127.2880534,5735042.045090383,9467210.050002564,-51573470.22608891,0.0,0.0,626266298.6061782,-183358520.98368263,809624819.5898608
2018-08-17,24748895.553539257,812778628.96733,5467447.673206452,12443315.610484231,-52893359.98542958,0.0,0.0,802544927.8191304,45534287.72725773,757010640.0918727
2018-08-24,5043901.305067765,832880228.3600191,5648886.078320248,10031874.565409176,-53919940.90936121,0.0,0.0,799684949.3994551,8677717.494515419,791007231.9049397
2018-08-31,-117473347.52329877,777003780.2042687,4985730.2187848035,13817449.775536317,-118061256.18713361,0.0,0.0,560272356.4881575,-211516168.64884377,771788525.1370013
2018-09-07,26242751.33879787,688512186.824798,4373872.257804708,15135885.203784626,-48188197.41740963,0.0,0.0,686076498.2077756,48386969.057946205,637689529.1498294
2018-09-14,-23114038.88996082,650722702.5383325,4393837.3895931635,14064368.302416192,-57146338.09886061,0.0,0.0,588920531.2415204,6181411.348340988,582739119.8931794
2018-09-21,-37737633.249244966,715736464.9513142,4485302.202260422,11848579.83254093,-55533139.50411092,0.0,0.0,638799574.2327596,-19921045.026478767,658720619.2592384
2018-09-28,15567193.663106704,637087351.5997454,3988340.503876539,11108378.262586197,-54897637.02739134,0.0,0.0,612853627.0019236,30374470.74094677,582479156.2609768
2018-10-05,-84847889.08106844,451959814.9968831,3606776.595465561,8715850.443480236,-45291772.66774538,0.0,0.0,334142780.2870151,-107300350.71578598,441443131.00280106
2018-10-12,88044117.29970746,208596448.21075267,2239335.107025468,9588140.115791673,-53137784.01493712,0.0,0.0,255330256.71834016,160737557.55754185,94592699.16079831
2018-10-19,2774679.574898253,155075306.5624297,1190089.6251401545,7659873.213547256,-54873194.624440566,0.0,0.0,111826754.3515748,7158021.891745567,104668732.45982923
2018-10-26,5424826.81780694,-41643554.70003826,-524702.3424547184,7174779.722461216,-52453396.73231603,0.0,0.0,-82022047.23454085,55168472.00414562,-137190519.23868647
