date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2023-02-17,-1499723717.392222,-296461645.006708,-9814027.67970248,-6748114.085623749,-205948037.79000017,94221994.30886962,-936203549.9229404,-2860677097.5683274,-2819689795.257929,-40987302.31039858
2023-02-24,-1410897213.7377527,-429032831.05744594,-9980540.128441386,-6141488.1030216925,-159304350.00000015,126548620.89792623,-775792006.6846501,-2664599808.8133855,-2513895272.1097164,-150704536.70366907
2023-03-03,-1580080886.0757804,-240133125.18445614,-9223725.609456398,-5230244.587873173,-153931275.00000012,66009901.53701706,-1006014042.961455,-2928603397.8820043,-3016559819.2464824,87956421.36447811
2023-03-10,-400107761.040885,-374991855.92534655,-7645642.074853344,-2131490.2872976596,39376200.00000004,88746043.20346448,-176253754.44237512,-833008260.5672932,-703589002.7174282,-129419257.84986496
2023-03-17,-1074910704.4056072,-609891080.5315665,-10110871.790399762,-8184796.240142496,-112962450.00000007,162450549.56005365,-641478272.2816603,-2295087625.689323,-2077268070.8647385,-217819554.82458448
2023-03-24,-954451479.1231495,-614063686.7814369,-9220533.116679408,-5787937.493889267,-96585150.00000007,161375876.89522576,-567627682.6979243,-2086360592.3178535,-1720454182.568369,-365906409.74948454
2023-03-31,-1503759339.1233032,-490934166.87338376,-7869671.912328337,-7391864.216686534,-181294016.37150007,119908736.14277881,-935013973.7985038,-3006354296.152927,-2830178287.7998543,-176176008.35307264
2023-04-07,-791338592.4194112,-423215087.8410777,-6035427.472646255,-6726371.87367862,40603800.00000004,101619685.34521468,-464045202.55561864,-1549137196.8172178,-1413341288.1831322,-135795908.63408566
2023-04-14,-844919564.269339,-305126726.679438,-4151560.5780022712,-4824365.241974,37018639.770000026,62442637.18590134,-492490759.9601387,-1552051699.7729907,-1513512615.91613,-38539083.85686064
2023-04-21,-856958229.4121276,-176783129.95778918,-3194379.9164265622,-4688473.7828814,50661665.509500034,28428732.50186534,-493917686.2476256,-1456451501.3054848,-1538795151.8579674,82343650.5524826
2023-04-28,-755417887.3613865,-17202773.574379135,-236600.84945266135,-5182358.20579727,58264378.635000035,-19898197.895277865,-435753410.491334,-1175426849.7426274,-1353024720.7176723,177597870.97504497
2023-05-05,-718860058.4777176,29658911.575429928,2728885.764497033,-6111197.412967582,60380116.96350003,-29866085.48951728,-401430978.46779996,-1063500405.5445755,-1286426797.3476477,222926391.8030722
