date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl,equity_ret
18,-161954121.48233593,1504739153.2773883,28108580.322881326,-9346768.17742375,199121194.1831261,-890028348.6000798,0.0,670639689.5235565,-219644081.1275301,890283770.6510866,0.32711720723421484
19,1695645503.06728,193644084.94228172,-6293562.458893331,-19169519.89702155,8062614.82152975,-290499406.22052395,0.0,1581389714.254653,3124446694.182807,-1543056979.928154,0.04209654020484385
20,-1770215362.8225992,247003315.9247015,14948426.65968876,-14267334.031827342,-155000473.30224025,-679290548.6649537,0.0,-2356821976.2372303,-3588945469.1853204,1232123492.94809,0.05369637302710902
21,1781895130.673798,303491584.24963886,34224514.16552283,-32216668.964844942,155343621.99605203,-196189097.51278248,0.0,2046549084.6073842,3285656076.190152,-1239106991.582768,0.06597643135861714
22,1679862220.4531622,1548176658.6519475,16931068.486796297,-1193277.930773938,-2445340.5172364945,-1263035472.7439713,0.0,1978295856.3999243,2971396190.8300047,-993100334.4300804,0.336560143185206
23,1781895130.673798,1631948955.6208785,22819362.210722424,-9848567.827649187,44846304.22500001,-1012396174.9206728,0.0,2459265009.982077,3285656076.190152,-826391066.208075,0.3547715120914953
24,1781895130.673798,125195971.86671866,-792062.6888431166,-6448825.108132279,44846304.22500001,-164190706.45155308,0.0,1780505812.5169883,3285656076.190152,-1505150263.673164,0.02721651562319971
25,495597169.83037347,-591837691.5144193,-2706332.3396706,-17038204.488228336,156144102.68186456,331335330.53264964,0.0,371494374.7025694,964431463.3053999,-592937088.6028304,-0.12866036772052594
26,1781895130.673798,837406238.3373048,36599314.3153512,-2406737.6161022484,211853371.77331236,-421761321.8448673,0.0,2443585995.638797,3285656076.190152,-842070080.5513554,0.1820448344211532
27,1781895130.673798,673644992.3764793,4081617.2832137123,-12278072.538137631,-68282899.12342747,-939634704.820248,0.0,1439426063.851678,3285656076.190152,-1846230012.3384743,0.14644456356010419
28,-1066341033.4674289,-1417348456.7275145,-15225992.281712536,3022685.043428725,-199914871.0373341,901966904.9901153,0.0,-1793840763.4804459,-1951397890.7455034,157557127.26505756,-0.30811922972337275
29,-1363036504.9212153,481540766.13571036,18696825.016791396,10217213.51057278,-152298599.07119754,-462369589.14427936,0.0,-1467249888.4736176,-2528492425.720848,1061242537.2472305,0.10468277524689355
30,-1400235211.5460107,-1371441817.323953,-14720806.89355373,-36088644.85064727,-106349816.53598149,1055379603.7174257,0.0,-1873456693.4327207,-2605835994.745623,732379301.3129025,-0.29813952550520717
31,-1770215362.8225992,1154926411.4881237,14456800.376886796,462038.2583334022,-72554748.75375,-603528668.5740867,0.0,-1276453530.027092,-3588945469.1853204,2312491939.1582284,0.2510709590191573
32,1781895130.673798,1157790509.0018506,13881514.30720416,-17341522.65948321,10007456.662334898,-723526025.8022859,0.0,2222707062.1834183,3285656076.190152,-1062949014.0067339,0.2516935889134458
33,1781582777.5268426,-2017690888.4607344,-10065732.526491318,1869885.1777225318,63527198.38987165,1480592543.6882873,0.0,1299815783.7954984,3285656076.190152,-1985840292.3946538,-0.4386284540132031
34,259864109.7831118,976537556.3900684,12869623.013818715,-1495402.8247993486,208729016.5493458,-615955103.9537944,0.0,840549798.9577509,414889687.5842047,425660111.37354624,0.21229077312827574
35,1696706257.3714917,112269437.84521154,-3980219.4401301173,15595034.089444648,201927045.1496462,120743348.7536447,0.0,2143260903.7693086,3091408605.176793,-948147701.4074845,0.024406399531567726
36,-1384103749.0757627,-18416016.83867403,-6989585.662553847,-10953270.625870083,-133590151.19542316,127622985.48471268,0.0,-1426429787.9135711,-2576714000.1854043,1150284212.2718332,-0.004003481921450876
37,1098051742.784492,407143888.21759033,2227669.8931294098,-10691746.767607715,115178566.04784589,-470179299.4531705,0.0,1141730820.7222793,1988051243.427724,-846320422.7054446,0.08850954091686747
38,-816343967.6426144,444419577.86137825,-3250340.9506841786,-20648565.311822906,136091085.6607075,-300671256.7854242,0.0,-560403467.1684599,-1416456693.561388,856053226.3929281,0.09661295170899527
39,-1501944824.7989728,-598208052.8356315,-7876044.890871737,-19034475.767599896,-212366337.12390843,728811067.8026571,0.0,-1610618667.6143274,-2878260138.3549643,1267641470.7406368,-0.13004522887731118
40,-383262306.39662135,-441179495.06857514,7087706.998889076,-14292873.159920994,-228937114.0385352,293245853.6347059,0.0,-767338228.0300578,-613024217.9287376,-154314010.10132015,-0.09590858588447286
41,-1738536453.8485546,1311905962.6996467,7164704.008821843,-33211694.372103814,-29919980.69844889,-967715425.0586736,0.0,-1450312887.2693124,-3513955812.100494,2063642924.8311815,0.28519694841296667
42,1781895130.673798,587394749.8580984,10207606.042280035,-7404199.272437705,169377279.5461715,-457554818.5493936,0.0,2083915748.2985172,3285656076.190152,-1201740327.891635,0.12769451083871705
43,-539893301.350105,397766979.0201844,-13152923.135113025,-26987786.9600612,-88017490.29218136,-392720498.6406904,0.0,-663005021.3579667,-936008740.4321289,273003719.07416224,0.08647108239569226
