Date,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y
2015-11-19,,,,,,,,,,
2015-11-20,-1.4499999999999995,,,,,,,,,
2015-11-23,-0.449999999999999,,,,,,,,,
2015-11-24,0.9999999999999993,2.2999999999999985,,,,,,,,
2015-11-25,-1.3000000000000003,-1.7000000000000013,,,,,,,,
2015-11-26,-0.7999999999999999,-0.899999999999998,-0.9099999999999994,-0.5200000000000001,-0.08000000000000194,0.12999999999999556,0.3199999999999991,0.43999999999999767,0.6400000000000069,0.789999999999992
2015-11-27,-0.10000000000000026,0.449999999999999,0.09999999999999809,-0.49999999999999967,0.08000000000000194,-0.2400000000000015,-0.6499999999999996,-0.7000000000000062,-0.7400000000000028,-0.910000000000008
2015-11-30,0.0,-0.2499999999999985,0.6500000000000006,0.9999999999999999,0.49,0.7000000000000018,1.0500000000000005,1.200000000000003,1.2999999999999992,1.600000000000004
2015-12-01,-1.1999999999999988,-1.600000000000002,-1.9499999999999997,-2.17,-2.490000000000001,-2.249999999999995,-2.3499999999999996,-2.439999999999994,-2.4499999999999957,-2.1799999999999944
2015-12-02,0.2499999999999985,0.2000000000000005,-0.8700000000000006,-0.73,-0.38999999999999974,-0.4100000000000067,-0.400000000000001,0.3199999999999991,0.7299999999999928,0.7399999999999941
2015-12-03,7.050000000000001,11.9,13.270000000000001,17.37,19.15,19.15,19.54,18.82,19.510000000000005,18.639999999999993
2015-12-04,-0.2999999999999997,-1.4999999999999998,-0.0199999999999994,-1.6700000000000004,-2.8299999999999983,-2.4699999999999984,-2.3099999999999943,-2.1800000000000033,-2.9900000000000064,-2.1799999999999944
2015-12-07,-0.7000000000000002,-1.4,-1.9700000000000004,-4.190000000000001,-4.860000000000003,-5.36,-6.2200000000000015,-6.550000000000002,-6.899999999999997,-7.390000000000001
2015-12-08,-0.39999999999999997,-0.39999999999999997,-0.10999999999999996,-0.30999999999999994,-1.1699999999999993,-1.1199999999999968,-1.2100000000000044,-1.769999999999992,-1.9899999999999953,-1.97000000000001
2015-12-09,-0.2999999999999997,-0.49999999999999967,-0.39999999999999997,0.2000000000000005,0.480000000000003,-0.010000000000001327,0.400000000000001,0.8599999999999928,1.0399999999999991,1.020000000000014
2015-12-10,0.0,0.0,-0.4400000000000003,0.15999999999999956,0.5199999999999996,0.3100000000000021,0.21000000000000185,1.2100000000000044,1.499999999999991,1.3200000000000016
2015-12-11,-0.9000000000000002,-2.1,-1.96,-3.0599999999999996,-3.1600000000000033,-2.9600000000000026,-3.310000000000006,-4.589999999999994,-5.239999999999993,-5.079999999999997
2015-12-14,0.39999999999999997,2.5999999999999996,1.45,2.7799999999999994,3.3600000000000034,3.6899999999999955,3.9100000000000072,4.320000000000001,4.619999999999997,4.600000000000003
2015-12-15,0.0,1.7999999999999998,2.52,3.12,3.7899999999999956,4.3600000000000065,5.099999999999992,5.499999999999993,5.720000000000013,5.939999999999991
2015-12-16,0.39999999999999997,-1.2,0.9899999999999997,1.6700000000000004,2.7899999999999974,3.409999999999993,3.2400000000000135,2.9099999999999957,2.6599999999999886,2.6799999999999913
2015-12-17,-0.2999999999999997,-0.9000000000000002,-1.4099999999999995,-2.1699999999999995,-3.879999999999999,-4.999999999999996,-5.550000000000017,-6.01,-6.309999999999996,-6.639999999999997
2015-12-18,-0.2000000000000005,-0.39999999999999997,-1.1500000000000001,-1.9500000000000008,-2.099999999999997,-2.439999999999994,-2.819999999999984,-3.199999999999991,-3.270000000000009,-3.789999999999991
2015-12-21,0.400000000000001,1.1,1.3699999999999999,1.4499999999999995,1.380000000000001,1.4399999999999917,1.609999999999988,1.8099999999999974,1.4300000000000077,1.7599999999999907
2015-12-22,0.6499999999999996,1.4,2.48,2.999999999999999,4.139999999999999,4.45000000000001,4.460000000000011,4.679999999999997,4.859999999999986,4.930000000000004
2015-12-23,-0.15000000000000038,0.30000000000000027,0.8799999999999997,2.09,2.3800000000000034,2.9699999999999953,2.9499999999999926,2.94,2.6800000000000086,2.699999999999994
2015-12-24,0.11999999999999966,0.0,0.7899999999999997,1.1900000000000017,-0.400000000000001,-0.11000000000000593,-0.3399999999999931,-0.7000000000000062,-0.28000000000000247,-0.049999999999980616
2015-12-25,,,-0.5199999999999996,-1.2800000000000007,0.5499999999999949,-0.3099999999999978,0.0,0.2200000000000032,0.13000000000000858,0.0
2015-12-28,-0.11999999999999966,0.2999999999999997,-0.5199999999999996,-1.7500000000000002,-2.899999999999999,-3.599999999999992,-4.270000000000012,-4.989999999999995,-5.470000000000006,-5.750000000000009
2015-12-29,-0.2999999999999997,-0.5000000000000002,0.2400000000000004,2.559999999999999,2.650000000000005,3.1499999999999932,5.659999999999997,5.539999999999998,6.420000000000002,6.899999999999979
2015-12-30,0.0,-0.8999999999999997,-0.4700000000000006,-1.65,-1.100000000000003,-0.38999999999999974,-1.8399999999999928,-0.8199999999999961,-0.8500000000000001,-0.8599999999999928
2015-12-31,0.0,0.19999999999999943,0.39999999999999997,0.2400000000000015,0.0799999999999976,0.1899999999999992,0.25000000000000716,0.3199999999999991,0.449999999999999,0.45999999999999164
2016-01-01,,,0.10000000000000026,0.3500000000000009,-0.0799999999999976,0.0,-0.060000000000007964,-0.30000000000000515,-0.5999999999999929,-0.5499999999999776
2016-01-04,-0.7500000000000009,-0.6999999999999996,-2.3100000000000005,-2.850000000000001,-2.2000000000000015,-3.249999999999998,-4.499999999999999,-5.049999999999994,-5.400000000000006,-4.600000000000003
2016-01-05,-1.0499999999999996,-2.899999999999999,-2.64,-3.3,-3.989999999999996,-3.9499999999999953,-3.1400000000000006,-2.620000000000001,-2.399999999999989,-3.4499999999999984
2016-01-06,-0.3499999999999998,-0.800000000000001,-1.9000000000000001,-2.4799999999999995,-2.9600000000000026,-3.0400000000000045,-3.259999999999999,-3.610000000000002,-3.5000000000000133,-3.67000000000001
2016-01-07,-0.15000000000000038,0.30000000000000077,1.05,1.3799999999999988,0.6499999999999996,0.8699999999999983,1.0000000000000027,1.4799999999999969,1.2399999999999998,1.2900000000000065
2016-01-08,-0.39999999999999997,0.0,-1.0999999999999999,-1.1099999999999999,-0.27999999999999814,-0.7299999999999971,-1.0000000000000027,-1.799999999999996,-2.009999999999998,-2.1699999999999844
2016-01-11,0.0,0.5999999999999983,0.24999999999999994,0.4100000000000002,1.0800000000000003,1.1500000000000008,2.100000000000001,2.9000000000000035,3.369999999999996,3.4999999999999787
2016-01-12,-0.15000000000000038,-1.2999999999999992,-0.55,-0.7999999999999999,-1.100000000000003,-1.100000000000003,-1.510000000000001,-1.8700000000000054,-2.79999999999999,-3.049999999999997
2016-01-13,0.15000000000000038,-0.05000000000000013,-0.24999999999999983,-0.5999999999999994,-1.8499999999999983,-1.8199999999999987,-2.1900000000000044,-3.0300000000000034,-2.650000000000005,-2.7199999999999966
2016-01-14,0.2999999999999997,0.4500000000000001,-0.30000000000000027,0.3749999999999999,1.0749999999999995,0.9200000000000007,0.9700000000000073,2.0000000000000053,2.450000000000004,2.6299999999999937
2016-01-15,-0.39999999999999997,-0.6999999999999996,-0.8999999999999999,-1.6750000000000012,-1.0549999999999968,-1.0500000000000005,-1.5200000000000022,-2.1800000000000033,-2.200000000000006,-2.009999999999998
2016-01-18,0.30000000000000077,0.49999999999999917,0.42500000000000004,0.15000000000000038,-0.970000000000003,-0.7300000000000015,-0.474999999999998,-0.0949999999999996,-0.2000000000000005,-0.3749999999999934
2016-01-19,-0.3500000000000009,-0.6999999999999986,-0.7249999999999998,-0.939999999999999,-0.7300000000000015,-0.6099999999999985,-0.2499999999999985,0.025000000000007655,0.10999999999999725,0.449999999999999
2016-01-20,-1.1499999999999997,-1.3000000000000012,-1.7200000000000006,-2.19,-1.7199999999999984,-2.3099999999999987,-3.7250000000000045,-3.0500000000000145,-3.3899999999999904,-3.775000000000011
