date,book,method,var
2025-07-17,unhedged,Monte Carlo,131666480.1901765
2025-07-17,unhedged,PCA + GARCH,89130793.21004228
2025-07-17,irs_recv_5y,Delta-Normal,15782858.871533493
2025-07-17,irs_recv_5y,Monte Carlo,15861188.358224664
2025-07-17,irs_recv_5y,PCA + GARCH,7089038.930542709
2025-07-17,irs_recv_10y,Delta-Normal,120346711.57758315
2025-07-17,irs_recv_10y,Monte Carlo,118418020.07658023
2025-07-17,irs_recv_10y,PCA + GARCH,80446749.42957373
2025-07-17,fwd_recv_2y5y,Delta-Normal,46470423.793882474
2025-07-17,fwd_recv_2y5y,Monte Carlo,45760782.58881745
2025-07-17,fwd_recv_2y5y,PCA + GARCH,30076362.9185512
2025-07-17,fwd_recv_5y5y,Delta-Normal,87616415.49419023
2025-07-17,fwd_recv_5y5y,Monte Carlo,87104165.61884603
2025-07-17,fwd_recv_5y5y,PCA + GARCH,56486698.73670809
2025-07-17,payer_5y,Delta-Normal,256695190.60188818
2025-07-17,payer_5y,Monte Carlo,260526155.77871737
2025-07-17,payer_5y,PCA + GARCH,176682849.0599759
2025-07-17,payer_10y,Delta-Normal,360993409.6363381
2025-07-17,payer_10y,Monte Carlo,368902384.2631004
2025-07-17,payer_10y,PCA + GARCH,246618837.42472994
2025-07-24,unhedged,Delta-Normal,129680466.93985154
2025-07-24,unhedged,Monte Carlo,130690230.96389253
2025-07-24,unhedged,PCA + GARCH,88023898.69739492
2025-07-24,irs_recv_5y,Delta-Normal,15811814.528257508
2025-07-24,irs_recv_5y,Monte Carlo,15676723.62651151
2025-07-24,irs_recv_5y,PCA + GARCH,7240648.242040326
2025-07-24,irs_recv_10y,Delta-Normal,119795520.94689952
2025-07-24,irs_recv_10y,Monte Carlo,117749529.35537428
2025-07-24,irs_recv_10y,PCA + GARCH,79923589.51297979
2025-07-24,fwd_recv_2y5y,Delta-Normal,46396355.91905567
2025-07-24,fwd_recv_2y5y,Monte Carlo,45641583.695646964
2025-07-24,fwd_recv_2y5y,PCA + GARCH,29792469.383408874
2025-07-24,fwd_recv_5y5y,Delta-Normal,87510375.03999394
2025-07-24,fwd_recv_5y5y,Monte Carlo,85598401.81146802
2025-07-24,fwd_recv_5y5y,PCA + GARCH,55788193.4536894
2025-07-24,payer_5y,Delta-Normal,256326779.7519162
2025-07-24,payer_5y,Monte Carlo,258656710.0399331
2025-07-24,payer_5y,PCA + GARCH,174218524.49598733
2025-07-24,payer_10y,Delta-Normal,360315838.6774373
2025-07-24,payer_10y,Monte Carlo,364176664.8902142
2025-07-24,payer_10y,PCA + GARCH,245905954.88809967
2025-07-31,unhedged,Delta-Normal,129588882.72540335
2025-07-31,unhedged,Monte Carlo,129567626.72735134
2025-07-31,unhedged,PCA + GARCH,90538909.91598858
2025-07-31,irs_recv_5y,Delta-Normal,15823307.818362618
2025-07-31,irs_recv_5y,Monte Carlo,15603011.595956799
2025-07-31,irs_recv_5y,PCA + GARCH,7593389.430327589
2025-07-31,irs_recv_10y,Delta-Normal,119515626.76389922
2025-07-31,irs_recv_10y,Monte Carlo,117727093.42154105
2025-07-31,irs_recv_10y,PCA + GARCH,80921788.21521336
2025-07-31,fwd_recv_2y5y,Delta-Normal,46381623.021961756
2025-07-31,fwd_recv_2y5y,Monte Carlo,45623972.599508435
2025-07-31,fwd_recv_2y5y,PCA + GARCH,29702868.490861114
2025-07-31,fwd_recv_5y5y,Delta-Normal,87399481.15174754
2025-07-31,fwd_recv_5y5y,Monte Carlo,86441622.4452851
2025-07-31,fwd_recv_5y5y,PCA + GARCH,56683686.964560166
2025-07-31,payer_5y,Delta-Normal,255964859.02151096
2025-07-31,payer_5y,Monte Carlo,255556955.48158106
2025-07-31,payer_5y,PCA + GARCH,179177398.74788636
2025-07-31,payer_10y,Delta-Normal,359840005.6322239
2025-07-31,payer_10y,Monte Carlo,358277309.2582557
2025-07-31,payer_10y,PCA + GARCH,251921029.42038307
2025-08-07,unhedged,Delta-Normal,129508788.51173073
2025-08-07,unhedged,Monte Carlo,129012196.68104857
2025-08-07,unhedged,PCA + GARCH,87214814.66460301
2025-08-07,irs_recv_5y,Delta-Normal,15787381.78650768
2025-08-07,irs_recv_5y,Monte Carlo,15726640.353272125
2025-08-07,irs_recv_5y,PCA + GARCH,7038539.771828795
2025-08-07,irs_recv_10y,Delta-Normal,121002962.1447801
2025-08-07,irs_recv_10y,Monte Carlo,119181978.82430664
2025-08-07,irs_recv_10y,PCA + GARCH,82047284.29768407
2025-08-07,fwd_recv_2y5y,Delta-Normal,46391099.92325105
2025-08-07,fwd_recv_2y5y,Monte Carlo,45727787.12731157
2025-08-07,fwd_recv_2y5y,PCA + GARCH,31870368.98682742
2025-08-07,fwd_recv_5y5y,Delta-Normal,87347941.29452719
2025-08-07,fwd_recv_5y5y,Monte Carlo,87026098.16898984
2025-08-07,fwd_recv_5y5y,PCA + GARCH,58624364.664666034
2025-08-07,payer_5y,Delta-Normal,256207627.78073862
2025-08-07,payer_5y,Monte Carlo,254311099.18287972
2025-08-07,payer_5y,PCA + GARCH,172662206.69480044
2025-08-07,payer_10y,Delta-Normal,361352513.8650541
2025-08-07,payer_10y,Monte Carlo,359476948.37996775
2025-08-07,payer_10y,PCA + GARCH,244193445.429587
2025-08-14,unhedged,Delta-Normal,129465368.49813598
2025-08-14,unhedged,Monte Carlo,130630967.71639739
2025-08-14,unhedged,PCA + GARCH,87821336.07062586
2025-08-14,irs_recv_5y,Delta-Normal,15810323.294018442
2025-08-14,irs_recv_5y,Monte Carlo,15586061.412991475
2025-08-14,irs_recv_5y,PCA + GARCH,6917071.283280723
2025-08-14,irs_recv_10y,Delta-Normal,119703442.1329142
2025-08-14,irs_recv_10y,Monte Carlo,118721500.28745575
2025-08-14,irs_recv_10y,PCA + GARCH,81109417.32647875
2025-08-14,fwd_recv_2y5y,Delta-Normal,46356759.92208653
2025-08-14,fwd_recv_2y5y,Monte Carlo,46063018.35234406
2025-08-14,fwd_recv_2y5y,PCA + GARCH,32662742.64160526
2025-08-14,fwd_recv_5y5y,Delta-Normal,87382024.57910113
2025-08-14,fwd_recv_5y5y,Monte Carlo,85993390.50092477
2025-08-14,fwd_recv_5y5y,PCA + GARCH,60428078.40790677
2025-08-14,payer_5y,Delta-Normal,255859640.52844596
2025-08-14,payer_5y,Monte Carlo,258823989.47818986
2025-08-14,payer_5y,PCA + GARCH,174167647.32553083
2025-08-14,payer_10y,Delta-Normal,359824621.60852635
2025-08-14,payer_10y,Monte Carlo,367012828.8274302
2025-08-14,payer_10y,PCA + GARCH,245816048.68186837
2025-08-21,unhedged,Delta-Normal,129412474.86568624
2025-08-21,unhedged,Monte Carlo,132209818.72683151
2025-08-21,unhedged,PCA + GARCH,94266735.38246128
2025-08-21,irs_recv_5y,Delta-Normal,15819267.520063022
2025-08-21,irs_recv_5y,Monte Carlo,15700207.856384613
2025-08-21,irs_recv_5y,PCA + GARCH,6151741.8643335905
2025-08-21,irs_recv_10y,Delta-Normal,118982816.8206427
2025-08-21,irs_recv_10y,Monte Carlo,117079076.5773597
2025-08-21,irs_recv_10y,PCA + GARCH,84923567.7946584
2025-08-21,fwd_recv_2y5y,Delta-Normal,46316706.47688434
2025-08-21,fwd_recv_2y5y,Monte Carlo,45439981.4094796
2025-08-21,fwd_recv_2y5y,PCA + GARCH,31866155.629632086
2025-08-21,fwd_recv_5y5y,Delta-Normal,87348724.67653196
2025-08-21,fwd_recv_5y5y,Monte Carlo,87282735.20385328
2025-08-21,fwd_recv_5y5y,PCA + GARCH,58489158.377268106
2025-08-21,payer_5y,Delta-Normal,255594781.90542513
2025-08-21,payer_5y,Monte Carlo,260772580.1385174
2025-08-21,payer_5y,PCA + GARCH,185920349.07995516
2025-08-21,payer_10y,Delta-Normal,358938276.06277317
2025-08-21,payer_10y,Monte Carlo,367883074.4494643
2025-08-21,payer_10y,PCA + GARCH,261757076.5213065
2025-08-28,unhedged,Delta-Normal,129381616.79120825
2025-08-28,unhedged,Monte Carlo,125969608.22400117
2025-08-28,unhedged,PCA + GARCH,99471313.15853764
2025-08-28,irs_recv_5y,Delta-Normal,15760545.659964273
2025-08-28,irs_recv_5y,Monte Carlo,15548250.90520664
2025-08-28,irs_recv_5y,PCA + GARCH,5993320.282294145
2025-08-28,irs_recv_10y,Delta-Normal,120151043.36563234
2025-08-28,irs_recv_10y,Monte Carlo,117783185.8105725
2025-08-28,irs_recv_10y,PCA + GARCH,86238584.93152143
2025-08-28,fwd_recv_2y5y,Delta-Normal,46309790.88414485
2025-08-28,fwd_recv_2y5y,Monte Carlo,45858310.70978477
2025-08-28,fwd_recv_2y5y,PCA + GARCH,27938297.211079378
2025-08-28,fwd_recv_5y5y,Delta-Normal,87257758.35340312
2025-08-28,fwd_recv_5y5y,Monte Carlo,86562849.25700937
2025-08-28,fwd_recv_5y5y,PCA + GARCH,52824596.455278195
2025-08-28,payer_5y,Delta-Normal,255896694.95155898
2025-08-28,payer_5y,Monte Carlo,250395741.3572509
2025-08-28,payer_5y,PCA + GARCH,196044707.60790583
2025-08-28,payer_10y,Delta-Normal,360215338.4734483
2025-08-28,payer_10y,Monte Carlo,351834332.4503737
2025-08-28,payer_10y,PCA + GARCH,278532748.48271704
2025-09-04,unhedged,Delta-Normal,129291538.44767283
2025-09-04,unhedged,Monte Carlo,129463647.70228077
2025-09-04,unhedged,PCA + GARCH,94136095.3927103
2025-09-04,irs_recv_5y,Delta-Normal,15768103.152203705
2025-09-04,irs_recv_5y,Monte Carlo,15546513.099451894
2025-09-04,irs_recv_5y,PCA + GARCH,5769395.407233719
2025-09-04,irs_recv_10y,Delta-Normal,119764871.91216692
2025-09-04,irs_recv_10y,Monte Carlo,118875638.07412356
2025-09-04,irs_recv_10y,PCA + GARCH,81438187.42248482
2025-09-04,fwd_recv_2y5y,Delta-Normal,46253874.0173443
2025-09-04,fwd_recv_2y5y,Monte Carlo,46291280.58895344
2025-09-04,fwd_recv_2y5y,PCA + GARCH,27674285.00233202
2025-09-04,fwd_recv_5y5y,Delta-Normal,87185586.90853117
2025-09-04,fwd_recv_5y5y,Monte Carlo,86349773.36234576
2025-09-04,fwd_recv_5y5y,PCA + GARCH,51606350.00513321
2025-09-04,payer_5y,Delta-Normal,255565613.73739398
2025-09-04,payer_5y,Monte Carlo,256731021.7829757
2025-09-04,payer_5y,PCA + GARCH,186193477.40038437
2025-09-04,payer_10y,Delta-Normal,359623660.52144647
2025-09-04,payer_10y,Monte Carlo,359186247.6559132
2025-09-04,payer_10y,PCA + GARCH,260271743.14928475
2025-09-11,unhedged,Delta-Normal,129185486.04210687
2025-09-11,unhedged,Monte Carlo,128966651.02248195
2025-09-11,unhedged,PCA + GARCH,88968594.08953612
2025-09-11,irs_recv_5y,Delta-Normal,15754148.987394257
2025-09-11,irs_recv_5y,Monte Carlo,15574576.61352895
2025-09-11,irs_recv_5y,PCA + GARCH,5166359.595361168
2025-09-11,irs_recv_10y,Delta-Normal,120688126.45075287
2025-09-11,irs_recv_10y,Monte Carlo,117463055.33943069
2025-09-11,irs_recv_10y,PCA + GARCH,78319959.61866541
2025-09-11,fwd_recv_2y5y,Delta-Normal,46203296.97829928
2025-09-11,fwd_recv_2y5y,Monte Carlo,45871256.82805779
2025-09-11,fwd_recv_2y5y,PCA + GARCH,27780109.75760165
2025-09-11,fwd_recv_5y5y,Delta-Normal,86969902.54441826
2025-09-11,fwd_recv_5y5y,Monte Carlo,84752979.24684344
2025-09-11,fwd_recv_5y5y,PCA + GARCH,52000920.2211386
2025-09-11,payer_5y,Delta-Normal,255380073.24950045
2025-09-11,payer_5y,Monte Carlo,255193431.32708758
2025-09-11,payer_5y,PCA + GARCH,175957412.10059056
2025-09-11,payer_10y,Delta-Normal,360478692.8601856
2025-09-11,payer_10y,Monte Carlo,364591709.2608684
2025-09-11,payer_10y,PCA + GARCH,247842715.954628
2025-09-18,unhedged,Delta-Normal,129101344.59103946
2025-09-18,unhedged,Monte Carlo,128822581.24004804
2025-09-18,unhedged,PCA + GARCH,84725213.22426714
2025-09-18,irs_recv_5y,Delta-Normal,15798330.253549986
2025-09-18,irs_recv_5y,Monte Carlo,15448787.141761998
2025-09-18,irs_recv_5y,PCA + GARCH,5690082.549525896
2025-09-18,irs_recv_10y,Delta-Normal,119314134.60106863
2025-09-18,irs_recv_10y,Monte Carlo,116448101.64991093
2025-09-18,irs_recv_10y,PCA + GARCH,80555741.61524846
2025-09-18,fwd_recv_2y5y,Delta-Normal,46176358.7960326
2025-09-18,fwd_recv_2y5y,Monte Carlo,45914997.16568195
2025-09-18,fwd_recv_2y5y,PCA + GARCH,33559868.277160026
2025-09-18,fwd_recv_5y5y,Delta-Normal,87103593.20883948
2025-09-18,fwd_recv_5y5y,Monte Carlo,87831485.84080787
2025-09-18,fwd_recv_5y5y,PCA + GARCH,60481308.39042123
2025-09-18,payer_5y,Delta-Normal,254906916.08416057
2025-09-18,payer_5y,Monte Carlo,255922479.0373542
2025-09-18,payer_5y,PCA + GARCH,167526124.91124517
2025-09-18,payer_10y,Delta-Normal,358741352.1912837
2025-09-18,payer_10y,Monte Carlo,358932780.01821494
2025-09-18,payer_10y,PCA + GARCH,238690616.56929392
2025-09-25,unhedged,Delta-Normal,128990048.9737126
2025-09-25,unhedged,Monte Carlo,129613041.2078149
2025-09-25,unhedged,PCA + GARCH,77139896.71143575
2025-09-25,irs_recv_5y,Delta-Normal,15851988.10692068
2025-09-25,irs_recv_5y,Monte Carlo,15686967.835511498
2025-09-25,irs_recv_5y,PCA + GARCH,6700742.340894795
2025-09-25,irs_recv_10y,Delta-Normal,118003192.3518579
2025-09-25,irs_recv_10y,Monte Carlo,115905340.0991748
2025-09-25,irs_recv_10y,PCA + GARCH,74194461.6704045
2025-09-25,fwd_recv_2y5y,Delta-Normal,46117046.08780585
2025-09-25,fwd_recv_2y5y,Monte Carlo,46023708.11996972
2025-09-25,fwd_recv_2y5y,PCA + GARCH,32280692.98870699
2025-09-25,fwd_recv_5y5y,Delta-Normal,87061585.55266477
2025-09-25,fwd_recv_5y5y,Monte Carlo,86058546.57545413
2025-09-25,fwd_recv_5y5y,PCA + GARCH,58022216.64299289
2025-09-25,payer_5y,Delta-Normal,254293817.3084308
2025-09-25,payer_5y,Monte Carlo,256399807.7154909
2025-09-25,payer_5y,PCA + GARCH,151856167.97669616
2025-09-25,payer_10y,Delta-Normal,357072157.6458455
2025-09-25,payer_10y,Monte Carlo,358781972.2378265
2025-09-25,payer_10y,PCA + GARCH,215131977.0412008
2025-10-02,unhedged,Delta-Normal,128890970.01897217
2025-10-02,unhedged,Monte Carlo,125702475.77588664
2025-10-02,unhedged,PCA + GARCH,73988965.26105095
2025-10-02,irs_recv_5y,Delta-Normal,15772026.161360143
2025-10-02,irs_recv_5y,Monte Carlo,15579023.330075862
2025-10-02,irs_recv_5y,PCA + GARCH,6781580.161300466
2025-10-02,irs_recv_10y,Delta-Normal,119344695.84629512
2025-10-02,irs_recv_10y,Monte Carlo,119493337.1213223
2025-10-02,irs_recv_10y,PCA + GARCH,73097485.55225824
2025-10-02,fwd_recv_2y5y,Delta-Normal,46116928.51962345
2025-10-02,fwd_recv_2y5y,Monte Carlo,45473555.68546761
2025-10-02,fwd_recv_2y5y,PCA + GARCH,30833347.74387833
2025-10-02,fwd_recv_5y5y,Delta-Normal,86989629.94336377
2025-10-02,fwd_recv_5y5y,Monte Carlo,85956846.30800906
2025-10-02,fwd_recv_5y5y,PCA + GARCH,56207562.09031937
2025-10-02,payer_5y,Delta-Normal,254521568.95984656
2025-10-02,payer_5y,Monte Carlo,248619853.533709
2025-10-02,payer_5y,PCA + GARCH,146084933.5613821
2025-10-02,payer_10y,Delta-Normal,358390317.3592264
2025-10-02,payer_10y,Monte Carlo,354772086.17912734
2025-10-02,payer_10y,PCA + GARCH,207871312.84339267
2025-10-09,unhedged,Delta-Normal,128789990.58354202
2025-10-09,unhedged,Monte Carlo,128143131.18515643
2025-10-09,unhedged,PCA + GARCH,66260834.244971715
2025-10-09,irs_recv_5y,Delta-Normal,15770411.442463553
2025-10-09,irs_recv_5y,Monte Carlo,15564425.286199063
2025-10-09,irs_recv_5y,PCA + GARCH,6141459.325914316
2025-10-09,irs_recv_10y,Delta-Normal,118877214.81211622
2025-10-09,irs_recv_10y,Monte Carlo,115276516.64819096
2025-10-09,irs_recv_10y,PCA + GARCH,67419833.19596875
2025-10-09,fwd_recv_2y5y,Delta-Normal,46078273.79062675
2025-10-09,fwd_recv_2y5y,Monte Carlo,46388295.87881706
2025-10-09,fwd_recv_2y5y,PCA + GARCH,29382763.752125453
2025-10-09,fwd_recv_5y5y,Delta-Normal,86960924.25736055
2025-10-09,fwd_recv_5y5y,Monte Carlo,86282791.9853156
2025-10-09,fwd_recv_5y5y,PCA + GARCH,53590657.651267186
2025-10-09,payer_5y,Delta-Normal,254249150.24025974
2025-10-09,payer_5y,Monte Carlo,253163986.6785822
2025-10-09,payer_5y,PCA + GARCH,131407352.90083432
2025-10-09,payer_10y,Delta-Normal,357683766.5251299
2025-10-09,payer_10y,Monte Carlo,358304671.32588947
2025-10-09,payer_10y,PCA + GARCH,187774018.35787484
2025-10-16,unhedged,Delta-Normal,128721977.36021763
2025-10-16,unhedged,Monte Carlo,127626441.68721522
2025-10-16,unhedged,PCA + GARCH,77285495.93965478
2025-10-16,irs_recv_5y,Delta-Normal,15642270.70619959
2025-10-16,irs_recv_5y,Monte Carlo,15593650.158637939
2025-10-16,irs_recv_5y,PCA + GARCH,5483495.473936948
2025-10-16,irs_recv_10y,Delta-Normal,121662184.85555531
2025-10-16,irs_recv_10y,Monte Carlo,119347083.76101293
2025-10-16,irs_recv_10y,PCA + GARCH,71506690.71950135
2025-10-16,fwd_recv_2y5y,Delta-Normal,46156546.645851895
2025-10-16,fwd_recv_2y5y,Monte Carlo,45310363.663967825
2025-10-16,fwd_recv_2y5y,PCA + GARCH,28413556.77141427
2025-10-16,fwd_recv_5y5y,Delta-Normal,86926613.29565209
2025-10-16,fwd_recv_5y5y,Monte Carlo,87031784.29552062
2025-10-16,fwd_recv_5y5y,PCA + GARCH,52872684.477891535
2025-10-16,payer_5y,Delta-Normal,255041313.5557558
2025-10-16,payer_5y,Monte Carlo,252831222.3192122
2025-10-16,payer_5y,PCA + GARCH,153032912.5496166
2025-10-16,payer_10y,Delta-Normal,360671907.00060964
2025-10-16,payer_10y,Monte Carlo,359321902.2583197
2025-10-16,payer_10y,PCA + GARCH,217402055.26379275
2025-10-23,unhedged,Delta-Normal,128642230.91787998
2025-10-23,unhedged,Monte Carlo,127794975.8366299
2025-10-23,unhedged,PCA + GARCH,78391525.43454921
2025-10-23,irs_recv_5y,Delta-Normal,15674331.090790091
2025-10-23,irs_recv_5y,Monte Carlo,15310711.602030348
2025-10-23,irs_recv_5y,PCA + GARCH,6460329.150671587
2025-10-23,irs_recv_10y,Delta-Normal,120677236.2429328
2025-10-23,irs_recv_10y,Monte Carlo,117480715.85669416
2025-10-23,irs_recv_10y,PCA + GARCH,71036618.17259036
2025-10-23,fwd_recv_2y5y,Delta-Normal,46078513.66150303
2025-10-23,fwd_recv_2y5y,Monte Carlo,45898870.67488255
2025-10-23,fwd_recv_2y5y,PCA + GARCH,26727749.607583683
2025-10-23,fwd_recv_5y5y,Delta-Normal,86840645.7412794
2025-10-23,fwd_recv_5y5y,Monte Carlo,85724159.92464022
2025-10-23,fwd_recv_5y5y,PCA + GARCH,49370731.09721856
2025-10-23,payer_5y,Delta-Normal,254538772.02980903
2025-10-23,payer_5y,Monte Carlo,253177229.2281398
2025-10-23,payer_5y,PCA + GARCH,155121729.8045195
2025-10-23,payer_10y,Delta-Normal,359438903.2154537
2025-10-23,payer_10y,Monte Carlo,363285235.9643671
2025-10-23,payer_10y,PCA + GARCH,219487670.77345333
2025-10-30,unhedged,Delta-Normal,128543586.09267168
2025-10-30,unhedged,Monte Carlo,129562352.86311512
2025-10-30,unhedged,PCA + GARCH,72825861.66471763
2025-10-30,irs_recv_5y,Delta-Normal,15731731.666602902
2025-10-30,irs_recv_5y,Monte Carlo,15592333.855419971
2025-10-30,irs_recv_5y,PCA + GARCH,5872868.331320723
2025-10-30,irs_recv_10y,Delta-Normal,119466022.51880723
2025-10-30,irs_recv_10y,Monte Carlo,117606582.07812513
2025-10-30,irs_recv_10y,PCA + GARCH,66198076.95120985
2025-10-30,fwd_recv_2y5y,Delta-Normal,45981505.81128704
2025-10-30,fwd_recv_2y5y,Monte Carlo,45173978.01138318
2025-10-30,fwd_recv_2y5y,PCA + GARCH,25674607.19942866
2025-10-30,fwd_recv_5y5y,Delta-Normal,86725806.57422628
2025-10-30,fwd_recv_5y5y,Monte Carlo,86941017.36044267
2025-10-30,fwd_recv_5y5y,PCA + GARCH,48206510.627193555
2025-10-30,payer_5y,Delta-Normal,253910761.05227894
2025-10-30,payer_5y,Monte Carlo,256848462.76214367
2025-10-30,payer_5y,PCA + GARCH,143599766.71484905
2025-10-30,payer_10y,Delta-Normal,357921037.809571
2025-10-30,payer_10y,Monte Carlo,362343947.5468408
2025-10-30,payer_10y,PCA + GARCH,203388428.12644124
2025-11-06,unhedged,Delta-Normal,128446077.72943516
2025-11-06,unhedged,Monte Carlo,129299454.57233037
2025-11-06,unhedged,PCA + GARCH,70551670.16026354
2025-11-06,irs_recv_5y,Delta-Normal,15746842.397378804
2025-11-06,irs_recv_5y,Monte Carlo,15444283.141253764
2025-11-06,irs_recv_5y,PCA + GARCH,6146741.327258775
2025-11-06,irs_recv_10y,Delta-Normal,118805153.87984836
2025-11-06,irs_recv_10y,Monte Carlo,116227679.33416633
2025-11-06,irs_recv_10y,PCA + GARCH,62744528.36307772
2025-11-06,fwd_recv_2y5y,Delta-Normal,45933076.024247706
2025-11-06,fwd_recv_2y5y,Monte Carlo,46003703.5350351
2025-11-06,fwd_recv_2y5y,PCA + GARCH,22520414.540910713
2025-11-06,fwd_recv_5y5y,Delta-Normal,86713892.81034146
2025-11-06,fwd_recv_5y5y,Monte Carlo,87023450.83935642
2025-11-06,fwd_recv_5y5y,PCA + GARCH,43510226.15207045
2025-11-06,payer_5y,Delta-Normal,253634100.9084142
2025-11-06,payer_5y,Monte Carlo,256172902.58970305
2025-11-06,payer_5y,PCA + GARCH,139591283.86171097
2025-11-06,payer_10y,Delta-Normal,357010624.82996535
2025-11-06,payer_10y,Monte Carlo,362482828.049525
2025-11-06,payer_10y,PCA + GARCH,196527641.93049955
2025-11-13,unhedged,Delta-Normal,128322099.09609538
2025-11-13,unhedged,Monte Carlo,129151265.05740982
2025-11-13,unhedged,PCA + GARCH,61646341.89070407
2025-11-13,irs_recv_5y,Delta-Normal,15781207.949237963
2025-11-13,irs_recv_5y,Monte Carlo,15475061.547489837
2025-11-13,irs_recv_5y,PCA + GARCH,5724566.266435679
2025-11-13,irs_recv_10y,Delta-Normal,117749014.4244373
2025-11-13,irs_recv_10y,Monte Carlo,116928557.76574014
2025-11-13,irs_recv_10y,PCA + GARCH,56699605.61355975
2025-11-13,fwd_recv_2y5y,Delta-Normal,45869816.75321274
2025-11-13,fwd_recv_2y5y,Monte Carlo,45480708.10187751
2025-11-13,fwd_recv_2y5y,PCA + GARCH,22835392.931439072
2025-11-13,fwd_recv_5y5y,Delta-Normal,86680795.1774589
2025-11-13,fwd_recv_5y5y,Monte Carlo,86635435.88061635
2025-11-13,fwd_recv_5y5y,PCA + GARCH,42433970.397959925
2025-11-13,payer_5y,Delta-Normal,253125973.76672333
2025-11-13,payer_5y,Monte Carlo,255611381.85007137
2025-11-13,payer_5y,PCA + GARCH,121716489.85673659
2025-11-13,payer_10y,Delta-Normal,355603265.0372078
2025-11-13,payer_10y,Monte Carlo,357483831.17622626
2025-11-13,payer_10y,PCA + GARCH,170887471.99866867
2025-11-20,unhedged,Delta-Normal,128233348.42611122
2025-11-20,unhedged,Monte Carlo,128632004.49864395
2025-11-20,unhedged,PCA + GARCH,63787551.77090252
2025-11-20,irs_recv_5y,Delta-Normal,15785322.912342427
2025-11-20,irs_recv_5y,Monte Carlo,15450156.061186995
2025-11-20,irs_recv_5y,PCA + GARCH,5458822.64876919
2025-11-20,irs_recv_10y,Delta-Normal,116921467.76489379
2025-11-20,irs_recv_10y,Monte Carlo,114245521.00426808
2025-11-20,irs_recv_10y,PCA + GARCH,57726276.327053115
2025-11-20,fwd_recv_2y5y,Delta-Normal,45847607.154388756
2025-11-20,fwd_recv_2y5y,Monte Carlo,45386457.02253705
2025-11-20,fwd_recv_2y5y,PCA + GARCH,22809377.47225229
2025-11-20,fwd_recv_5y5y,Delta-Normal,86714146.51358902
2025-11-20,fwd_recv_5y5y,Monte Carlo,84760651.80798839
2025-11-20,fwd_recv_5y5y,PCA + GARCH,43011641.97292811
2025-11-20,payer_5y,Delta-Normal,252856681.5216314
2025-11-20,payer_5y,Monte Carlo,253469364.62136948
2025-11-20,payer_5y,PCA + GARCH,125530108.97895223
2025-11-20,payer_10y,Delta-Normal,354512182.9461523
2025-11-20,payer_10y,Monte Carlo,355220645.2300801
2025-11-20,payer_10y,PCA + GARCH,178861893.3093381
2025-11-27,unhedged,Delta-Normal,128116192.54479894
2025-11-27,unhedged,Monte Carlo,130626190.52349211
2025-11-27,unhedged,PCA + GARCH,57706762.07855715
2025-11-27,irs_recv_5y,Delta-Normal,15746973.046859166
2025-11-27,irs_recv_5y,Monte Carlo,15645322.378998498
2025-11-27,irs_recv_5y,PCA + GARCH,4860704.729790473
2025-11-27,irs_recv_10y,Delta-Normal,117419020.82834765
2025-11-27,irs_recv_10y,Monte Carlo,115184350.40800704
2025-11-27,irs_recv_10y,PCA + GARCH,53133661.17016334
2025-11-27,fwd_recv_2y5y,Delta-Normal,45810542.56017435
2025-11-27,fwd_recv_2y5y,Monte Carlo,45531159.14645972
2025-11-27,fwd_recv_2y5y,PCA + GARCH,21064083.134506986
2025-11-27,fwd_recv_5y5y,Delta-Normal,86591956.51423927
2025-11-27,fwd_recv_5y5y,Monte Carlo,85415660.85868672
2025-11-27,fwd_recv_5y5y,PCA + GARCH,39244913.04880545
2025-11-27,payer_5y,Delta-Normal,252766656.0539096
2025-11-27,payer_5y,Monte Carlo,257580311.83432028
2025-11-27,payer_5y,PCA + GARCH,113798424.70887548
2025-11-27,payer_10y,Delta-Normal,354869911.1451456
2025-11-27,payer_10y,Monte Carlo,362438296.4019642
2025-11-27,payer_10y,PCA + GARCH,159329341.94770885
2025-12-04,unhedged,Delta-Normal,128024079.90263222
2025-12-04,unhedged,Monte Carlo,126877547.34201421
2025-12-04,unhedged,PCA + GARCH,60939397.65423993
2025-12-04,irs_recv_5y,Delta-Normal,15797746.978736455
2025-12-04,irs_recv_5y,Monte Carlo,15605804.626373688
2025-12-04,irs_recv_5y,PCA + GARCH,4541138.804000627
2025-12-04,irs_recv_10y,Delta-Normal,116065450.08176816
2025-12-04,irs_recv_10y,Monte Carlo,114446901.51183115
2025-12-04,irs_recv_10y,PCA + GARCH,52837861.163213395
2025-12-04,fwd_recv_2y5y,Delta-Normal,45752948.90485101
2025-12-04,fwd_recv_2y5y,Monte Carlo,45144149.091334276
2025-12-04,fwd_recv_2y5y,PCA + GARCH,19433707.408161536
2025-12-04,fwd_recv_5y5y,Delta-Normal,86571499.08147499
2025-12-04,fwd_recv_5y5y,Monte Carlo,84933079.8707131
2025-12-04,fwd_recv_5y5y,PCA + GARCH,37131151.49179115
2025-12-04,payer_5y,Delta-Normal,252238203.21706688
2025-12-04,payer_5y,Monte Carlo,251671040.054523
2025-12-04,payer_5y,PCA + GARCH,120232290.88310277
2025-12-04,payer_10y,Delta-Normal,353195952.21038514
2025-12-04,payer_10y,Monte Carlo,353598944.0062107
2025-12-04,payer_10y,PCA + GARCH,168117313.67491728
