date,book,method,var
2020-12-22,unhedged,Monte Carlo,66527751.922703646
2020-12-22,unhedged,PCA + GARCH,39613687.637956664
2020-12-22,irs_recv_5y,Delta-Normal,15252350.952384917
2020-12-22,irs_recv_5y,Monte Carlo,14899589.992397498
2020-12-22,irs_recv_5y,PCA + GARCH,6247133.194672013
2020-12-22,irs_recv_10y,Delta-Normal,150023309.5740618
2020-12-22,irs_recv_10y,Monte Carlo,146534754.21409273
2020-12-22,irs_recv_10y,PCA + GARCH,86084527.54057817
2020-12-22,fwd_recv_2y5y,Delta-Normal,52258919.10855097
2020-12-22,fwd_recv_2y5y,Monte Carlo,51990829.728794724
2020-12-22,fwd_recv_2y5y,PCA + GARCH,28947856.063503988
2020-12-22,fwd_recv_5y5y,Delta-Normal,92989534.57082175
2020-12-22,fwd_recv_5y5y,Monte Carlo,92098777.2598383
2020-12-22,fwd_recv_5y5y,PCA + GARCH,50667695.556859955
2020-12-22,payer_5y,Delta-Normal,140982905.15056384
2020-12-22,payer_5y,Monte Carlo,141166931.3083143
2020-12-22,payer_5y,PCA + GARCH,83604311.19906127
2020-12-22,payer_10y,Delta-Normal,279542422.5936846
2020-12-22,payer_10y,Monte Carlo,281217679.2666745
2020-12-22,payer_10y,PCA + GARCH,165200009.88765144
2021-01-06,unhedged,Delta-Normal,66656677.421477266
2021-01-06,unhedged,Monte Carlo,67479802.95344253
2021-01-06,unhedged,PCA + GARCH,37933717.020225585
2021-01-06,irs_recv_5y,Delta-Normal,15245170.26213016
2021-01-06,irs_recv_5y,Monte Carlo,15373559.551152889
2021-01-06,irs_recv_5y,PCA + GARCH,6387089.921969203
2021-01-06,irs_recv_10y,Delta-Normal,149636669.35954583
2021-01-06,irs_recv_10y,Monte Carlo,148317077.293532
2021-01-06,irs_recv_10y,PCA + GARCH,82943469.39348373
2021-01-06,fwd_recv_2y5y,Delta-Normal,52175399.56059346
2021-01-06,fwd_recv_2y5y,Monte Carlo,51588898.18941284
2021-01-06,fwd_recv_2y5y,PCA + GARCH,28215391.580845438
2021-01-06,fwd_recv_5y5y,Delta-Normal,92693722.54192488
2021-01-06,fwd_recv_5y5y,Monte Carlo,91593403.74036345
2021-01-06,fwd_recv_5y5y,PCA + GARCH,50815689.36043073
2021-01-06,payer_5y,Delta-Normal,140823127.61451596
2021-01-06,payer_5y,Monte Carlo,141953030.6806329
2021-01-06,payer_5y,PCA + GARCH,79881865.09991458
2021-01-06,payer_10y,Delta-Normal,278984384.4613579
2021-01-06,payer_10y,Monte Carlo,283049229.1209947
2021-01-06,payer_10y,PCA + GARCH,157887600.3955066
2021-01-13,unhedged,Delta-Normal,66591068.66234677
2021-01-13,unhedged,Monte Carlo,67465140.86758445
2021-01-13,unhedged,PCA + GARCH,37920458.54478219
2021-01-13,irs_recv_5y,Delta-Normal,15183579.030582618
2021-01-13,irs_recv_5y,Monte Carlo,14987245.915923217
2021-01-13,irs_recv_5y,PCA + GARCH,6741917.990400746
2021-01-13,irs_recv_10y,Delta-Normal,149130586.75244382
2021-01-13,irs_recv_10y,Monte Carlo,147619130.0571056
2021-01-13,irs_recv_10y,PCA + GARCH,85107944.03610036
2021-01-13,fwd_recv_2y5y,Delta-Normal,51980425.36182241
2021-01-13,fwd_recv_2y5y,Monte Carlo,51740547.19204102
2021-01-13,fwd_recv_2y5y,PCA + GARCH,28748959.749517255
2021-01-13,fwd_recv_5y5y,Delta-Normal,92308345.39144056
2021-01-13,fwd_recv_5y5y,Monte Carlo,90661297.65140201
2021-01-13,fwd_recv_5y5y,PCA + GARCH,51020993.442330025
2021-01-13,payer_5y,Delta-Normal,140618631.3647306
2021-01-13,payer_5y,Monte Carlo,141844452.7089246
2021-01-13,payer_5y,PCA + GARCH,80056336.08152696
2021-01-13,payer_10y,Delta-Normal,278352074.77876395
2021-01-13,payer_10y,Monte Carlo,285222143.1501195
2021-01-13,payer_10y,PCA + GARCH,160168128.31985044
2021-01-20,unhedged,Delta-Normal,66541457.53958917
2021-01-20,unhedged,Monte Carlo,67672842.14868067
2021-01-20,unhedged,PCA + GARCH,44170323.99686627
2021-01-20,irs_recv_5y,Delta-Normal,15159436.758986019
2021-01-20,irs_recv_5y,Monte Carlo,14939917.839110201
2021-01-20,irs_recv_5y,PCA + GARCH,6886152.132504406
2021-01-20,irs_recv_10y,Delta-Normal,148898100.90056998
2021-01-20,irs_recv_10y,Monte Carlo,147914862.5549391
2021-01-20,irs_recv_10y,PCA + GARCH,98707394.69445485
2021-01-20,fwd_recv_2y5y,Delta-Normal,51909842.1917551
2021-01-20,fwd_recv_2y5y,Monte Carlo,51346811.33480473
2021-01-20,fwd_recv_2y5y,PCA + GARCH,33307664.004038405
2021-01-20,fwd_recv_5y5y,Delta-Normal,92126557.75777401
2021-01-20,fwd_recv_5y5y,Monte Carlo,90519645.69100535
2021-01-20,fwd_recv_5y5y,PCA + GARCH,57722279.19574172
2021-01-20,payer_5y,Delta-Normal,140507303.3933804
2021-01-20,payer_5y,Monte Carlo,141925851.33739817
2021-01-20,payer_5y,PCA + GARCH,92983025.72643507
2021-01-20,payer_10y,Delta-Normal,278023991.47895575
2021-01-20,payer_10y,Monte Carlo,282653782.7330214
2021-01-20,payer_10y,PCA + GARCH,184370824.78047243
2021-01-27,unhedged,Delta-Normal,66481848.03527727
2021-01-27,unhedged,Monte Carlo,66894010.95703022
2021-01-27,unhedged,PCA + GARCH,45746810.33083398
2021-01-27,irs_recv_5y,Delta-Normal,15152999.895606318
2021-01-27,irs_recv_5y,Monte Carlo,15068859.515247846
2021-01-27,irs_recv_5y,PCA + GARCH,6988146.259366381
2021-01-27,irs_recv_10y,Delta-Normal,148688812.66707593
2021-01-27,irs_recv_10y,Monte Carlo,146254406.87561268
2021-01-27,irs_recv_10y,PCA + GARCH,98278001.32324895
2021-01-27,fwd_recv_2y5y,Delta-Normal,51884144.89614138
2021-01-27,fwd_recv_2y5y,Monte Carlo,51023051.48017173
2021-01-27,fwd_recv_2y5y,PCA + GARCH,32862795.32046773
2021-01-27,fwd_recv_5y5y,Delta-Normal,91940772.59044714
2021-01-27,fwd_recv_5y5y,Monte Carlo,89492502.27126317
2021-01-27,fwd_recv_5y5y,PCA + GARCH,56432969.751959935
2021-01-27,payer_5y,Delta-Normal,140408984.59170932
2021-01-27,payer_5y,Monte Carlo,142641089.0240415
2021-01-27,payer_5y,PCA + GARCH,95971798.79929483
2021-01-27,payer_10y,Delta-Normal,277703240.7881804
2021-01-27,payer_10y,Monte Carlo,282276082.7916283
2021-01-27,payer_10y,PCA + GARCH,191082533.47251365
2021-02-03,unhedged,Delta-Normal,66377994.57746982
2021-02-03,unhedged,Monte Carlo,66552682.32736007
2021-02-03,unhedged,PCA + GARCH,41612751.6497529
2021-02-03,irs_recv_5y,Delta-Normal,15059199.10729697
2021-02-03,irs_recv_5y,Monte Carlo,15027708.909581093
2021-02-03,irs_recv_5y,PCA + GARCH,7227843.7813995145
2021-02-03,irs_recv_10y,Delta-Normal,147284105.50433195
2021-02-03,irs_recv_10y,Monte Carlo,145101303.18115315
2021-02-03,irs_recv_10y,PCA + GARCH,89906632.91350257
2021-02-03,fwd_recv_2y5y,Delta-Normal,51433757.71288713
2021-02-03,fwd_recv_2y5y,Monte Carlo,50661803.37191667
2021-02-03,fwd_recv_2y5y,PCA + GARCH,30211193.58604499
2021-02-03,fwd_recv_5y5y,Delta-Normal,90873729.09234877
2021-02-03,fwd_recv_5y5y,Monte Carlo,89279260.9717703
2021-02-03,fwd_recv_5y5y,PCA + GARCH,55528446.92642884
2021-02-03,payer_5y,Delta-Normal,140055840.3295394
2021-02-03,payer_5y,Monte Carlo,140082622.05542603
2021-02-03,payer_5y,PCA + GARCH,87449407.48667419
2021-02-03,payer_10y,Delta-Normal,276068765.36666906
2021-02-03,payer_10y,Monte Carlo,277290118.15415674
2021-02-03,payer_10y,PCA + GARCH,173916764.93793938
2021-02-10,unhedged,Delta-Normal,66286061.21485403
2021-02-10,unhedged,Monte Carlo,65629583.11947477
2021-02-10,unhedged,PCA + GARCH,40900682.037581205
2021-02-10,irs_recv_5y,Delta-Normal,15015169.106036032
2021-02-10,irs_recv_5y,Monte Carlo,14892305.602668332
2021-02-10,irs_recv_5y,PCA + GARCH,7025495.585946032
2021-02-10,irs_recv_10y,Delta-Normal,146571473.96690533
2021-02-10,irs_recv_10y,Monte Carlo,145036338.9344311
2021-02-10,irs_recv_10y,PCA + GARCH,88118060.06478375
2021-02-10,fwd_recv_2y5y,Delta-Normal,51237687.849272646
2021-02-10,fwd_recv_2y5y,Monte Carlo,50832703.20558624
2021-02-10,fwd_recv_2y5y,PCA + GARCH,29882372.021642078
2021-02-10,fwd_recv_5y5y,Delta-Normal,90316909.56590928
2021-02-10,fwd_recv_5y5y,Monte Carlo,89121947.89657836
2021-02-10,fwd_recv_5y5y,PCA + GARCH,52372537.18756554
2021-02-10,payer_5y,Delta-Normal,139827029.38907114
2021-02-10,payer_5y,Monte Carlo,138942146.3564009
2021-02-10,payer_5y,PCA + GARCH,86114226.26409477
2021-02-10,payer_10y,Delta-Normal,275170376.2475211
2021-02-10,payer_10y,Monte Carlo,274887637.34615374
2021-02-10,payer_10y,PCA + GARCH,169404152.63850078
2021-02-17,unhedged,Delta-Normal,66265108.97249314
2021-02-17,unhedged,Monte Carlo,65886123.00482023
2021-02-17,unhedged,PCA + GARCH,44684861.56184973
2021-02-17,irs_recv_5y,Delta-Normal,14933847.971144708
2021-02-17,irs_recv_5y,Monte Carlo,14517914.358845672
2021-02-17,irs_recv_5y,PCA + GARCH,7491606.493000402
2021-02-17,irs_recv_10y,Delta-Normal,145423860.76764774
2021-02-17,irs_recv_10y,Monte Carlo,144823278.5931313
2021-02-17,irs_recv_10y,PCA + GARCH,95453587.41649644
2021-02-17,fwd_recv_2y5y,Delta-Normal,50899815.29241028
2021-02-17,fwd_recv_2y5y,Monte Carlo,50964401.54459363
2021-02-17,fwd_recv_2y5y,PCA + GARCH,32388533.25850783
2021-02-17,fwd_recv_5y5y,Delta-Normal,89423877.74544321
2021-02-17,fwd_recv_5y5y,Monte Carlo,88820763.13125743
2021-02-17,fwd_recv_5y5y,PCA + GARCH,56960711.93218886
2021-02-17,payer_5y,Delta-Normal,139639184.2183905
2021-02-17,payer_5y,Monte Carlo,139615315.92931348
2021-02-17,payer_5y,PCA + GARCH,93793001.41623604
2021-02-17,payer_10y,Delta-Normal,273964353.67813814
2021-02-17,payer_10y,Monte Carlo,273833001.15727526
2021-02-17,payer_10y,PCA + GARCH,184065497.06057203
2021-02-24,unhedged,Delta-Normal,66233946.444572516
2021-02-24,unhedged,Monte Carlo,66404987.76655746
2021-02-24,unhedged,PCA + GARCH,51964958.46172983
2021-02-24,irs_recv_5y,Delta-Normal,14857133.658590961
2021-02-24,irs_recv_5y,Monte Carlo,14697380.314545691
2021-02-24,irs_recv_5y,PCA + GARCH,8278513.053523156
2021-02-24,irs_recv_10y,Delta-Normal,144651896.85073248
2021-02-24,irs_recv_10y,Monte Carlo,143937685.60356024
2021-02-24,irs_recv_10y,PCA + GARCH,112709027.77082932
2021-02-24,fwd_recv_2y5y,Delta-Normal,50638436.64956583
2021-02-24,fwd_recv_2y5y,Monte Carlo,50443672.475799724
2021-02-24,fwd_recv_2y5y,PCA + GARCH,37833047.46991932
2021-02-24,fwd_recv_5y5y,Delta-Normal,88820789.04192935
2021-02-24,fwd_recv_5y5y,Monte Carlo,87921910.20263058
2021-02-24,fwd_recv_5y5y,PCA + GARCH,65363029.99089333
2021-02-24,payer_5y,Delta-Normal,139458327.07946137
2021-02-24,payer_5y,Monte Carlo,139934810.73324472
2021-02-24,payer_5y,PCA + GARCH,109584400.3165307
2021-02-24,payer_10y,Delta-Normal,273127602.6177621
2021-02-24,payer_10y,Monte Carlo,274441107.38696885
2021-02-24,payer_10y,PCA + GARCH,214963641.46686667
2021-03-03,unhedged,Delta-Normal,66733300.75995921
2021-03-03,unhedged,Monte Carlo,66964247.0779771
2021-03-03,unhedged,PCA + GARCH,89099739.120907
2021-03-03,irs_recv_5y,Delta-Normal,14854881.326007066
2021-03-03,irs_recv_5y,Monte Carlo,15052909.457350846
2021-03-03,irs_recv_5y,PCA + GARCH,11012830.526228694
2021-03-03,irs_recv_10y,Delta-Normal,145233701.41737175
2021-03-03,irs_recv_10y,Monte Carlo,144193871.9981063
2021-03-03,irs_recv_10y,PCA + GARCH,186672037.65245444
2021-03-03,fwd_recv_2y5y,Delta-Normal,50890839.87602894
2021-03-03,fwd_recv_2y5y,Monte Carlo,50679076.07254035
2021-03-03,fwd_recv_2y5y,PCA + GARCH,62227687.75773917
2021-03-03,fwd_recv_5y5y,Delta-Normal,88850726.32665384
2021-03-03,fwd_recv_5y5y,Monte Carlo,87764608.43070047
2021-03-03,fwd_recv_5y5y,PCA + GARCH,100963432.68316284
2021-03-03,payer_5y,Delta-Normal,140501652.27526864
2021-03-03,payer_5y,Monte Carlo,140496246.3438011
2021-03-03,payer_5y,PCA + GARCH,187749334.53015646
2021-03-03,payer_10y,Delta-Normal,274725524.69521236
2021-03-03,payer_10y,Monte Carlo,275638129.0827807
2021-03-03,payer_10y,PCA + GARCH,368523891.146098
2021-03-10,unhedged,Delta-Normal,66739127.60416548
2021-03-10,unhedged,Monte Carlo,66918495.31925956
2021-03-10,unhedged,PCA + GARCH,85197894.54812324
2021-03-10,irs_recv_5y,Delta-Normal,14841059.520648776
2021-03-10,irs_recv_5y,Monte Carlo,14858965.112385591
2021-03-10,irs_recv_5y,PCA + GARCH,10526611.362484064
2021-03-10,irs_recv_10y,Delta-Normal,145539644.62856272
2021-03-10,irs_recv_10y,Monte Carlo,144134890.07377324
2021-03-10,irs_recv_10y,PCA + GARCH,176800565.4207095
2021-03-10,fwd_recv_2y5y,Delta-Normal,50955993.97454366
2021-03-10,fwd_recv_2y5y,Monte Carlo,51137153.996160805
2021-03-10,fwd_recv_2y5y,PCA + GARCH,59093518.9191972
2021-03-10,fwd_recv_5y5y,Delta-Normal,89110378.75725016
2021-03-10,fwd_recv_5y5y,Monte Carlo,89125763.92966017
2021-03-10,fwd_recv_5y5y,PCA + GARCH,97554461.14338832
2021-03-10,payer_5y,Delta-Normal,140496189.28533205
2021-03-10,payer_5y,Monte Carlo,141310764.28371185
2021-03-10,payer_5y,PCA + GARCH,178260006.07340944
2021-03-10,payer_10y,Delta-Normal,275054605.4198793
2021-03-10,payer_10y,Monte Carlo,278939541.1065063
2021-03-10,payer_10y,PCA + GARCH,351988900.27115524
2021-03-17,unhedged,Delta-Normal,66669422.67363439
2021-03-17,unhedged,Monte Carlo,65868271.18881556
2021-03-17,unhedged,PCA + GARCH,74501089.27000725
2021-03-17,irs_recv_5y,Delta-Normal,14831401.213723065
2021-03-17,irs_recv_5y,Monte Carlo,14681840.249028396
2021-03-17,irs_recv_5y,PCA + GARCH,9941527.164524185
2021-03-17,irs_recv_10y,Delta-Normal,144832645.27745157
2021-03-17,irs_recv_10y,Monte Carlo,146370938.1785695
2021-03-17,irs_recv_10y,PCA + GARCH,161573743.61196783
2021-03-17,fwd_recv_2y5y,Delta-Normal,50810886.6510005
2021-03-17,fwd_recv_2y5y,Monte Carlo,51451441.16000034
2021-03-17,fwd_recv_2y5y,PCA + GARCH,53830362.08993813
2021-03-17,fwd_recv_5y5y,Delta-Normal,88532984.52758475
2021-03-17,fwd_recv_5y5y,Monte Carlo,88912243.34363277
2021-03-17,fwd_recv_5y5y,PCA + GARCH,88359237.70275992
2021-03-17,payer_5y,Delta-Normal,140360394.16428274
2021-03-17,payer_5y,Monte Carlo,139355886.29710743
2021-03-17,payer_5y,PCA + GARCH,156515182.0618337
2021-03-17,payer_10y,Delta-Normal,274200819.01737195
2021-03-17,payer_10y,Monte Carlo,271377716.69591665
2021-03-17,payer_10y,PCA + GARCH,308626085.77884865
2021-03-24,unhedged,Delta-Normal,66626562.08055452
2021-03-24,unhedged,Monte Carlo,67211655.40171443
2021-03-24,unhedged,PCA + GARCH,70087797.7068899
2021-03-24,irs_recv_5y,Delta-Normal,14871983.612190641
2021-03-24,irs_recv_5y,Monte Carlo,14754057.814836415
2021-03-24,irs_recv_5y,PCA + GARCH,9604131.432773609
2021-03-24,irs_recv_10y,Delta-Normal,145617042.37207535
2021-03-24,irs_recv_10y,Monte Carlo,144379978.86680794
2021-03-24,irs_recv_10y,PCA + GARCH,149646076.39070538
2021-03-24,fwd_recv_2y5y,Delta-Normal,51088254.92374754
2021-03-24,fwd_recv_2y5y,Monte Carlo,50685978.29486333
2021-03-24,fwd_recv_2y5y,PCA + GARCH,50733585.02409542
2021-03-24,fwd_recv_5y5y,Delta-Normal,89197898.43125203
2021-03-24,fwd_recv_5y5y,Monte Carlo,87684967.21482633
2021-03-24,fwd_recv_5y5y,PCA + GARCH,85027679.53607802
2021-03-24,payer_5y,Delta-Normal,140363803.1907461
2021-03-24,payer_5y,Monte Carlo,142802078.08092466
2021-03-24,payer_5y,PCA + GARCH,147653322.21989146
2021-03-24,payer_10y,Delta-Normal,274913385.3539298
2021-03-24,payer_10y,Monte Carlo,276758193.8013562
2021-03-24,payer_10y,PCA + GARCH,289916637.1506983
2021-03-31,unhedged,Delta-Normal,66564628.84540096
2021-03-31,unhedged,Monte Carlo,66701432.17639991
2021-03-31,unhedged,PCA + GARCH,65373130.424494565
2021-03-31,irs_recv_5y,Delta-Normal,14768821.304419376
2021-03-31,irs_recv_5y,Monte Carlo,14552414.823250487
2021-03-31,irs_recv_5y,PCA + GARCH,9026249.617778026
2021-03-31,irs_recv_10y,Delta-Normal,144470909.07438588
2021-03-31,irs_recv_10y,Monte Carlo,142873006.39163458
2021-03-31,irs_recv_10y,PCA + GARCH,139078162.88141388
2021-03-31,fwd_recv_2y5y,Delta-Normal,50711995.17271057
2021-03-31,fwd_recv_2y5y,Monte Carlo,50214766.87254639
2021-03-31,fwd_recv_2y5y,PCA + GARCH,46994701.03243608
2021-03-31,fwd_recv_5y5y,Delta-Normal,88308831.16556545
2021-03-31,fwd_recv_5y5y,Monte Carlo,87546302.06331518
2021-03-31,fwd_recv_5y5y,PCA + GARCH,79197179.79765941
2021-03-31,payer_5y,Delta-Normal,140092123.62143493
2021-03-31,payer_5y,Monte Carlo,140895193.08465287
2021-03-31,payer_5y,PCA + GARCH,137590736.87421754
2021-03-31,payer_10y,Delta-Normal,273631372.3777998
2021-03-31,payer_10y,Monte Carlo,273545631.3073136
2021-03-31,payer_10y,PCA + GARCH,268570889.6873083
2021-04-12,unhedged,Delta-Normal,66515185.93184757
2021-04-12,unhedged,Monte Carlo,66952096.32397996
2021-04-12,unhedged,PCA + GARCH,61160582.97763585
2021-04-12,irs_recv_5y,Delta-Normal,14783972.892918691
2021-04-12,irs_recv_5y,Monte Carlo,14512240.839078419
2021-04-12,irs_recv_5y,PCA + GARCH,8198268.949412149
2021-04-12,irs_recv_10y,Delta-Normal,144571778.05546108
2021-04-12,irs_recv_10y,Monte Carlo,144419054.9994289
2021-04-12,irs_recv_10y,PCA + GARCH,129705216.75722384
2021-04-12,fwd_recv_2y5y,Delta-Normal,50758762.28664127
2021-04-12,fwd_recv_2y5y,Monte Carlo,50603299.52967503
2021-04-12,fwd_recv_2y5y,PCA + GARCH,43790394.07892244
2021-04-12,fwd_recv_5y5y,Delta-Normal,88370598.92448531
2021-04-12,fwd_recv_5y5y,Monte Carlo,87390239.0715624
2021-04-12,fwd_recv_5y5y,PCA + GARCH,72396459.9470521
2021-04-12,payer_5y,Delta-Normal,140042497.89651826
2021-04-12,payer_5y,Monte Carlo,141208563.62966132
2021-04-12,payer_5y,PCA + GARCH,128537810.74995033
2021-04-12,payer_10y,Delta-Normal,273646528.4017465
2021-04-12,payer_10y,Monte Carlo,274715663.8324135
2021-04-12,payer_10y,PCA + GARCH,252359504.6059347
2021-04-19,unhedged,Delta-Normal,66553474.13418311
2021-04-19,unhedged,Monte Carlo,66959185.46240667
2021-04-19,unhedged,PCA + GARCH,66662091.80440201
2021-04-19,irs_recv_5y,Delta-Normal,14681780.859409956
2021-04-19,irs_recv_5y,Monte Carlo,14366872.89280545
2021-04-19,irs_recv_5y,PCA + GARCH,8953360.694241496
2021-04-19,irs_recv_10y,Delta-Normal,143834966.63897166
2021-04-19,irs_recv_10y,Monte Carlo,144841672.78936812
2021-04-19,irs_recv_10y,PCA + GARCH,139469542.64855012
2021-04-19,fwd_recv_2y5y,Delta-Normal,50457794.677473016
2021-04-19,fwd_recv_2y5y,Monte Carlo,51104486.10794472
2021-04-19,fwd_recv_2y5y,PCA + GARCH,47047212.22857651
2021-04-19,fwd_recv_5y5y,Delta-Normal,87757129.81214556
2021-04-19,fwd_recv_5y5y,Monte Carlo,87693756.14528926
2021-04-19,fwd_recv_5y5y,PCA + GARCH,75510716.69257252
2021-04-19,payer_5y,Delta-Normal,139960345.00517723
2021-04-19,payer_5y,Monte Carlo,140859240.1680121
2021-04-19,payer_5y,PCA + GARCH,139870184.2540663
2021-04-19,payer_10y,Delta-Normal,272988154.4350458
2021-04-19,payer_10y,Monte Carlo,273501685.2771875
2021-04-19,payer_10y,PCA + GARCH,272564662.96102613
2021-04-26,unhedged,Delta-Normal,66475543.92052376
2021-04-26,unhedged,Monte Carlo,66585063.56882016
2021-04-26,unhedged,PCA + GARCH,61875248.03193697
2021-04-26,irs_recv_5y,Delta-Normal,14688976.016302893
2021-04-26,irs_recv_5y,Monte Carlo,14830109.435983464
2021-04-26,irs_recv_5y,PCA + GARCH,9257725.800878825
2021-04-26,irs_recv_10y,Delta-Normal,143930922.29217032
2021-04-26,irs_recv_10y,Monte Carlo,142476635.90454614
2021-04-26,irs_recv_10y,PCA + GARCH,132627199.52972323
2021-04-26,fwd_recv_2y5y,Delta-Normal,50458976.15885273
2021-04-26,fwd_recv_2y5y,Monte Carlo,50140372.07569821
2021-04-26,fwd_recv_2y5y,PCA + GARCH,44748475.33817688
2021-04-26,fwd_recv_5y5y,Delta-Normal,87919553.24420726
2021-04-26,fwd_recv_5y5y,Monte Carlo,87810602.74177577
2021-04-26,fwd_recv_5y5y,PCA + GARCH,73083340.51054963
2021-04-26,payer_5y,Delta-Normal,139829572.33782908
2021-04-26,payer_5y,Monte Carlo,139832047.05461726
2021-04-26,payer_5y,PCA + GARCH,129887024.91577671
2021-04-26,payer_10y,Delta-Normal,272912412.2114641
2021-04-26,payer_10y,Monte Carlo,272361915.9556862
2021-04-26,payer_10y,PCA + GARCH,255353568.14781955
2021-05-03,unhedged,Delta-Normal,66416425.21981315
2021-05-03,unhedged,Monte Carlo,66997619.74622329
2021-05-03,unhedged,PCA + GARCH,58961651.2907529
2021-05-03,irs_recv_5y,Delta-Normal,14625355.202938687
2021-05-03,irs_recv_5y,Monte Carlo,14840798.418353794
2021-05-03,irs_recv_5y,PCA + GARCH,8962742.53492376
2021-05-03,irs_recv_10y,Delta-Normal,142976310.25552577
2021-05-03,irs_recv_10y,Monte Carlo,142644892.9260079
2021-05-03,irs_recv_10y,PCA + GARCH,122238854.7068843
2021-05-03,fwd_recv_2y5y,Delta-Normal,50188880.22241285
2021-05-03,fwd_recv_2y5y,Monte Carlo,49730272.90281143
2021-05-03,fwd_recv_2y5y,PCA + GARCH,41181484.17692962
2021-05-03,fwd_recv_5y5y,Delta-Normal,87158913.09349903
2021-05-03,fwd_recv_5y5y,Monte Carlo,86011896.0008225
2021-05-03,fwd_recv_5y5y,PCA + GARCH,68675535.66855872
2021-05-03,payer_5y,Delta-Normal,139629354.76720634
2021-05-03,payer_5y,Monte Carlo,141329632.215725
2021-05-03,payer_5y,PCA + GARCH,123338201.42411618
2021-05-03,payer_10y,Delta-Normal,271829960.7604131
2021-05-03,payer_10y,Monte Carlo,277426796.1557779
2021-05-03,payer_10y,PCA + GARCH,241235986.38013175
2021-05-10,unhedged,Delta-Normal,66341544.81111708
2021-05-10,unhedged,Monte Carlo,65331818.81269053
2021-05-10,unhedged,PCA + GARCH,54342136.9734665
2021-05-10,irs_recv_5y,Delta-Normal,14615336.057420691
2021-05-10,irs_recv_5y,Monte Carlo,14492091.953848865
2021-05-10,irs_recv_5y,PCA + GARCH,8808424.828273188
2021-05-10,irs_recv_10y,Delta-Normal,143059758.1741615
2021-05-10,irs_recv_10y,Monte Carlo,144078847.7429319
2021-05-10,irs_recv_10y,PCA + GARCH,114813016.95770612
2021-05-10,fwd_recv_2y5y,Delta-Normal,50183142.56400419
2021-05-10,fwd_recv_2y5y,Monte Carlo,50344360.320483245
2021-05-10,fwd_recv_2y5y,PCA + GARCH,39035905.591532625
2021-05-10,fwd_recv_5y5y,Delta-Normal,87275783.54686688
2021-05-10,fwd_recv_5y5y,Monte Carlo,87225195.8354233
2021-05-10,fwd_recv_5y5y,PCA + GARCH,64103303.554127365
2021-05-10,payer_5y,Delta-Normal,139475623.98299783
2021-05-10,payer_5y,Monte Carlo,137546908.5459347
2021-05-10,payer_5y,PCA + GARCH,114560765.9248607
2021-05-10,payer_10y,Delta-Normal,271773671.03725195
2021-05-10,payer_10y,Monte Carlo,269494526.6632923
2021-05-10,payer_10y,PCA + GARCH,224460644.18371
2021-05-17,unhedged,Delta-Normal,66273124.530916534
2021-05-17,unhedged,Monte Carlo,66393473.41966271
2021-05-17,unhedged,PCA + GARCH,53412064.97988289
2021-05-17,irs_recv_5y,Delta-Normal,14528073.725266028
2021-05-17,irs_recv_5y,Monte Carlo,14348495.800271645
2021-05-17,irs_recv_5y,PCA + GARCH,8726955.849379115
2021-05-17,irs_recv_10y,Delta-Normal,142094350.59120792
2021-05-17,irs_recv_10y,Monte Carlo,141138423.36196062
2021-05-17,irs_recv_10y,PCA + GARCH,112443549.8064706
2021-05-17,fwd_recv_2y5y,Delta-Normal,49805632.55596074
2021-05-17,fwd_recv_2y5y,Monte Carlo,49432691.251686335
2021-05-17,fwd_recv_2y5y,PCA + GARCH,37921843.02184328
2021-05-17,fwd_recv_5y5y,Delta-Normal,86539908.96195422
2021-05-17,fwd_recv_5y5y,Monte Carlo,85503026.70651639
2021-05-17,fwd_recv_5y5y,PCA + GARCH,62745525.724803634
2021-05-17,payer_5y,Delta-Normal,139207988.77660903
2021-05-17,payer_5y,Monte Carlo,139944798.32160375
2021-05-17,payer_5y,PCA + GARCH,111728264.65123999
2021-05-17,payer_10y,Delta-Normal,270663199.5103543
2021-05-17,payer_10y,Monte Carlo,270995095.27811056
2021-05-17,payer_10y,PCA + GARCH,217522699.17019126
2021-05-24,unhedged,Delta-Normal,66182086.8265755
2021-05-24,unhedged,Monte Carlo,66182967.55462528
2021-05-24,unhedged,PCA + GARCH,47130076.7114879
2021-05-24,irs_recv_5y,Delta-Normal,14558314.370700376
2021-05-24,irs_recv_5y,Monte Carlo,14250812.312794484
2021-05-24,irs_recv_5y,PCA + GARCH,8034065.975943364
2021-05-24,irs_recv_10y,Delta-Normal,142165235.86084425
2021-05-24,irs_recv_10y,Monte Carlo,141713990.15250322
2021-05-24,irs_recv_10y,PCA + GARCH,101862403.5863301
2021-05-24,fwd_recv_2y5y,Delta-Normal,49832202.34944641
2021-05-24,fwd_recv_2y5y,Monte Carlo,48943772.66630121
2021-05-24,fwd_recv_2y5y,PCA + GARCH,34257561.38544229
2021-05-24,fwd_recv_5y5y,Delta-Normal,86614852.87519324
2021-05-24,fwd_recv_5y5y,Monte Carlo,86748190.84809452
2021-05-24,fwd_recv_5y5y,PCA + GARCH,57672408.623142585
2021-05-24,payer_5y,Delta-Normal,139078617.09569418
2021-05-24,payer_5y,Monte Carlo,139055370.2318576
2021-05-24,payer_5y,PCA + GARCH,99276971.87897375
2021-05-24,payer_10y,Delta-Normal,270561632.56595105
2021-05-24,payer_10y,Monte Carlo,272780386.037279
2021-05-24,payer_10y,PCA + GARCH,193394061.06578225
